[2339, 1656]
[paragraph, [183.0, 189.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 225.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 261.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 297.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 333.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 369.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 405.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 441.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 477.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 513.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 549.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 585.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 621.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 657.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [183.0, 693.0, 1279.0, 36.0], shoonya_1s7O7RF70YBF0S, 5731626]
[paragraph, [184.0, 776.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 812.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 848.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 884.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 920.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 956.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 992.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1028.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1064.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1100.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1136.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1172.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1208.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1244.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1280.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1316.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1352.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1388.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [184.0, 1424.0, 1275.0, 36.0], shoonya_0sYS8MNIW0LH4R, 5731626]
[paragraph, [190.0, 1486.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1522.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1558.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1594.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1630.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1666.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1702.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1738.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1774.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1810.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [190.0, 1846.0, 1267.0, 36.0], shoonya_2sIMPA3SKCVOJS, 5731626]
[paragraph, [194.0, 1932.0, 1269.0, 36.0], shoonya_3s3KOKBXGFTCUO, 5731626]
[paragraph, [194.0, 1968.0, 1269.0, 36.0], shoonya_3s3KOKBXGFTCUO, 5731626]
[paragraph, [194.0, 2004.0, 1269.0, 36.0], shoonya_3s3KOKBXGFTCUO, 5731626]
[paragraph, [194.0, 2040.0, 1269.0, 36.0], shoonya_3s3KOKBXGFTCUO, 5731626]
[paragraph, [194.0, 2076.0, 1269.0, 36.0], shoonya_3s3KOKBXGFTCUO, 5731626]
