[2150, 1329]
[folio, [576.0, 129.0, 246.0, 36.0], shoonya_2sLZPDITL4EHDU, 5691861]
[folio, [1063.0, 136.0, 154.0, 36.0], YFAgYwgrU5, 5691861]
[paragraph, [390.0, 226.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 262.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 298.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 334.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 370.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 406.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 442.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 478.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 514.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 550.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 586.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 622.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 658.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 694.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 730.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 766.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 802.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 838.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 874.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 910.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 946.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 982.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1018.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1054.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1090.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1126.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1162.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [390.0, 1198.0, 545.0, 36.0], shoonya_3sL6KAEFWACG9U, 5691861]
[paragraph, [387.0, 1259.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1295.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1331.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1367.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1403.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1439.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1475.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1511.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1547.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1583.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1619.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1655.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1691.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1727.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1763.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[paragraph, [387.0, 1799.0, 543.0, 36.0], shoonya_5sW0PX2D6FIW7T, 5691861]
[footnote, [207.0, 1924.0, 986.0, 36.0], shoonya_1s0BUUCQOYFK3M, 5691861]
[footnote, [207.0, 1960.0, 986.0, 36.0], shoonya_1s0BUUCQOYFK3M, 5691861]
