[1754, 1241]
[section-title, [73.0, 96.0, 552.0, 49.5], shoonya_9sCJNAX1I84Z7K, 5715564]
[section-title, [73.0, 145.5, 552.0, 49.5], shoonya_9sCJNAX1I84Z7K, 5715564]
[section-title, [73.0, 195.0, 552.0, 49.5], shoonya_9sCJNAX1I84Z7K, 5715564]
[section-title, [73.0, 244.5, 552.0, 49.5], shoonya_9sCJNAX1I84Z7K, 5715564]
[sub-section-title, [105.0, 313.0, 421.0, 36.0], 546DnOcH3Y, 5715564]
[unordered-list, [109.0, 407.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 443.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 479.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 515.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 551.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 587.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 623.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 659.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 695.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 731.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 767.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 803.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [109.0, 839.0, 548.0, 36.0], shoonya_0s6U094DW5MTO8, 5715564]
[unordered-list, [159.0, 955.0, 495.0, 36.0], shoonya_7s8TUTWRZHULNV, 5715564]
[unordered-list, [159.0, 991.0, 495.0, 36.0], shoonya_7s8TUTWRZHULNV, 5715564]
[unordered-list, [112.0, 1096.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[unordered-list, [112.0, 1132.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[unordered-list, [112.0, 1168.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[unordered-list, [112.0, 1204.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[unordered-list, [112.0, 1240.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[unordered-list, [112.0, 1276.0, 553.0, 36.0], shoonya_1sFYHRQSI8F3D2, 5715564]
[paragraph, [733.0, 1362.0, 372.0, 36.0], shoonya_5sUP3MPEQ842SL, 5715564]
[paragraph, [733.0, 1398.0, 372.0, 36.0], shoonya_5sUP3MPEQ842SL, 5715564]
[paragraph, [733.0, 1434.0, 372.0, 36.0], shoonya_5sUP3MPEQ842SL, 5715564]
[paragraph, [733.0, 1470.0, 372.0, 36.0], shoonya_5sUP3MPEQ842SL, 5715564]
[paragraph, [733.0, 1506.0, 372.0, 36.0], shoonya_5sUP3MPEQ842SL, 5715564]
[unordered-list, [111.0, 1379.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1415.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1451.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1487.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1523.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1559.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[unordered-list, [111.0, 1595.0, 546.0, 36.0], shoonya_2s94NV29YPLKDF, 5715564]
[paragraph, [734.0, 1563.0, 377.0, 36.0], shoonya_12sKM0VZGCC2HW, 5715564]
