[2339, 1656]
[headline, [720.0, 205.0, 217.0, 67.5], YG4InZtx3z, 5752231]
[paragraph, [153.0, 316.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [153.0, 352.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [153.0, 388.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [153.0, 424.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [153.0, 460.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [153.0, 496.0, 550.0, 36.0], vDM30r6BRI, 5752231]
[paragraph, [163.0, 600.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [163.0, 636.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [163.0, 672.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [163.0, 708.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [163.0, 744.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [163.0, 780.0, 652.0, 36.0], wFOCac_bdD, 5752231]
[paragraph, [171.0, 902.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [171.0, 938.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [171.0, 974.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [171.0, 1010.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [171.0, 1046.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [171.0, 1082.0, 707.0, 36.0], t8DqTm-jny, 5752231]
[paragraph, [188.0, 1227.0, 710.0, 36.0], wIDnQ6Q85T, 5752231]
[paragraph, [188.0, 1263.0, 710.0, 36.0], wIDnQ6Q85T, 5752231]
[paragraph, [188.0, 1299.0, 710.0, 36.0], wIDnQ6Q85T, 5752231]
[paragraph, [188.0, 1335.0, 710.0, 36.0], wIDnQ6Q85T, 5752231]
[paragraph, [188.0, 1371.0, 710.0, 36.0], wIDnQ6Q85T, 5752231]
[author, [897.0, 1374.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1410.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1446.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1482.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1518.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1554.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[author, [897.0, 1590.0, 667.0, 36.0], QjnCrefk9m, 5752231]
[paragraph, [171.0, 1506.0, 660.0, 36.0], NpfjQ-n0Lm, 5752231]
[paragraph, [171.0, 1542.0, 660.0, 36.0], NpfjQ-n0Lm, 5752231]
[paragraph, [171.0, 1578.0, 660.0, 36.0], NpfjQ-n0Lm, 5752231]
[paragraph, [171.0, 1614.0, 660.0, 36.0], NpfjQ-n0Lm, 5752231]
[paragraph, [171.0, 1650.0, 660.0, 36.0], NpfjQ-n0Lm, 5752231]
[folio, [1119.0, 2169.0, 519.0, 36.0], QZOlbD8SZT, 5752231]
[dateline, [1204.0, 2243.0, 418.0, 64.5], zM3zX8A07M, 5752231]
