[1298, 853]
[section-title, [300.0, 69.0, 228.0, 30.0], shoonya_2sBCLG8QURY288, 5710177]
[paragraph, [68.0, 117.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 135.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 153.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 171.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 189.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 207.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 225.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 243.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 261.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 279.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 297.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 315.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 333.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 351.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 369.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [68.0, 387.0, 717.0, 18.0], 3NpoPbRRn0, 5710177]
[paragraph, [64.0, 408.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 426.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 444.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 462.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 480.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 498.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 516.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 534.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 552.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 570.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 588.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 606.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 624.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 642.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 660.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 678.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 696.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 714.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [64.0, 732.0, 720.0, 18.0], YFqflp0sk1, 5710177]
[paragraph, [68.0, 773.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 791.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 809.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 827.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 845.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 863.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 881.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 899.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 917.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 935.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 953.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 971.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 989.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 1007.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [68.0, 1025.0, 720.0, 18.0], shoonya_0sTWFUWMRNYE92, 5710177]
[paragraph, [64.0, 1055.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1073.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1091.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1109.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1127.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1145.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1163.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1181.0, 730.0, 18.0], UB25PClHBE, 5710177]
[paragraph, [64.0, 1199.0, 730.0, 18.0], UB25PClHBE, 5710177]
