[2339, 1653]
[paragraph, [389.0, 196.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 232.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 268.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 304.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 340.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 376.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 412.0, 1077.0, 36.0], shoonya_2sUDNWWGSDG18F, 5734167]
[paragraph, [389.0, 482.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 518.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 554.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 590.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 626.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 662.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 698.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 734.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 770.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 806.0, 1076.0, 36.0], shoonya_1sZLS15U8R63BS, 5734167]
[paragraph, [389.0, 879.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 915.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 951.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 987.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1023.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1059.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1095.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1131.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1167.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1203.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1239.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1275.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1311.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1347.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1383.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1419.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1455.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1491.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1527.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1563.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1599.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [389.0, 1635.0, 1074.0, 36.0], shoonya_0sUHC877MZRF6D, 5734167]
[paragraph, [388.0, 1679.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [388.0, 1715.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [388.0, 1751.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [388.0, 1787.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [388.0, 1823.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [388.0, 1859.0, 1078.0, 36.0], shoonya_3sZ7FULH89QKZW, 5734167]
[paragraph, [393.0, 1908.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[paragraph, [393.0, 1944.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[paragraph, [393.0, 1980.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[paragraph, [393.0, 2016.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[paragraph, [393.0, 2052.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[paragraph, [393.0, 2088.0, 1077.0, 36.0], shoonya_4s4YI8XAS3U6L1, 5734167]
[folio, [1050.0, 2182.0, 352.0, 36.0], shoonya_6s101QCIN5Q777, 5734167]
