[872, 605]
[section-title, [272.0, 29.0, 69.0, 30.0], shoonya_0s5N3GYDIVFMDA, 6456670]
[folio, [405.0, 30.0, 149.0, 18.0], svQTNqsCSI, 6456670]
[folio, [405.0, 48.0, 149.0, 18.0], svQTNqsCSI, 6456670]
[paragraph, [51.0, 68.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 86.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 104.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 122.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 140.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 158.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 176.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 194.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 212.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 230.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 248.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 266.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 284.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 302.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 320.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 338.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [51.0, 356.0, 249.0, 18.0], kbrDEVH5e1, 6456670]
[paragraph, [326.0, 73.0, 203.0, 18.0], O-0EpbBG_W, 6456670]
[paragraph, [326.0, 91.0, 203.0, 18.0], O-0EpbBG_W, 6456670]
[paragraph, [326.0, 109.0, 203.0, 18.0], O-0EpbBG_W, 6456670]
[paragraph, [326.0, 127.0, 203.0, 18.0], O-0EpbBG_W, 6456670]
[paragraph, [353.0, 152.0, 132.0, 18.0], 3m7Y6tv8Xj, 6456670]
[paragraph, [301.0, 175.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 193.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 211.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 229.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 247.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 265.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [301.0, 283.0, 248.0, 18.0], Fn5inLGkzs, 6456670]
[paragraph, [299.0, 311.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [299.0, 329.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [299.0, 347.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [299.0, 365.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [299.0, 383.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [299.0, 401.0, 251.0, 18.0], uLGXySk-73, 6456670]
[paragraph, [49.0, 373.0, 213.0, 18.0], iOhN9S2z19, 6456670]
[paragraph, [63.0, 396.0, 221.0, 18.0], 9I3p6VGbkW, 6456670]
[paragraph, [63.0, 417.0, 226.0, 18.0], L_I0EQkFO1, 6456670]
[paragraph, [328.0, 418.0, 174.0, 18.0], Vojq1fcLKd, 6456670]
[paragraph, [328.0, 436.0, 174.0, 18.0], Vojq1fcLKd, 6456670]
[paragraph, [50.0, 441.0, 241.0, 18.0], qolyXvDBLR, 6456670]
[paragraph, [301.0, 460.0, 246.0, 18.0], -6esxnhmI0, 6456670]
[paragraph, [301.0, 478.0, 246.0, 18.0], -6esxnhmI0, 6456670]
[paragraph, [48.0, 461.0, 226.0, 18.0], K0SJZq286Z, 6456670]
[paragraph, [51.0, 482.0, 249.0, 18.0], yD0ZeBl5yG, 6456670]
[paragraph, [51.0, 500.0, 249.0, 18.0], yD0ZeBl5yG, 6456670]
[paragraph, [51.0, 518.0, 249.0, 18.0], yD0ZeBl5yG, 6456670]
[paragraph, [51.0, 536.0, 249.0, 18.0], yD0ZeBl5yG, 6456670]
[paragraph, [300.0, 499.0, 236.0, 18.0], 4fviVeHe0R, 6456670]
[paragraph, [300.0, 517.0, 236.0, 18.0], 4fviVeHe0R, 6456670]
[paragraph, [302.0, 536.0, 228.0, 18.0], NQF4PF5nSN, 6456670]
[paragraph, [68.0, 558.0, 200.0, 18.0], GjgoIifXuk, 6456670]
[paragraph, [301.0, 558.0, 244.0, 18.0], 3Ykpyh3b6S, 6456670]
[paragraph, [301.0, 576.0, 244.0, 18.0], 3Ykpyh3b6S, 6456670]
[paragraph, [301.0, 594.0, 244.0, 18.0], 3Ykpyh3b6S, 6456670]
[paragraph, [52.0, 578.0, 248.0, 18.0], 55ZxiQvS6g, 6456670]
[paragraph, [52.0, 596.0, 248.0, 18.0], 55ZxiQvS6g, 6456670]
[paragraph, [52.0, 614.0, 248.0, 18.0], 55ZxiQvS6g, 6456670]
[paragraph, [302.0, 615.0, 243.0, 18.0], ZfCmDFHOca, 6456670]
[paragraph, [302.0, 633.0, 243.0, 18.0], ZfCmDFHOca, 6456670]
[paragraph, [302.0, 651.0, 243.0, 18.0], ZfCmDFHOca, 6456670]
[paragraph, [48.0, 630.0, 252.0, 18.0], vEpq8V8F63, 6456670]
[paragraph, [48.0, 648.0, 252.0, 18.0], vEpq8V8F63, 6456670]
[paragraph, [300.0, 670.0, 248.0, 18.0], S1bDViC9Yg, 6456670]
[paragraph, [81.0, 671.0, 204.0, 18.0], PgDsTSwEhQ, 6456670]
[paragraph, [81.0, 689.0, 204.0, 18.0], PgDsTSwEhQ, 6456670]
[paragraph, [81.0, 707.0, 204.0, 18.0], PgDsTSwEhQ, 6456670]
[paragraph, [81.0, 725.0, 204.0, 18.0], PgDsTSwEhQ, 6456670]
[paragraph, [305.0, 693.0, 238.0, 18.0], oZ1806EugS, 6456670]
[paragraph, [305.0, 711.0, 238.0, 18.0], oZ1806EugS, 6456670]
[paragraph, [311.0, 727.0, 223.0, 18.0], d0Wl0aHicp, 6456670]
[paragraph, [299.0, 747.0, 244.0, 18.0], BrBOAIa2Pf, 6456670]
[paragraph, [299.0, 765.0, 244.0, 18.0], BrBOAIa2Pf, 6456670]
[reference, [56.0, 755.0, 243.0, 18.0], 1qn1pYdPE5, 6456670]
[reference, [56.0, 773.0, 243.0, 18.0], 1qn1pYdPE5, 6456670]
[reference, [56.0, 791.0, 243.0, 18.0], 1qn1pYdPE5, 6456670]
[reference, [56.0, 809.0, 243.0, 18.0], 1qn1pYdPE5, 6456670]
[paragraph, [301.0, 785.0, 214.0, 18.0], w5NN-jRV6V, 6456670]
[reference, [300.0, 806.0, 253.0, 18.0], V4oecsHaSe, 6456670]
[reference, [300.0, 824.0, 253.0, 18.0], V4oecsHaSe, 6456670]
