[515, 727]
[chapter-title, [428.0, 147.0, 112.0, 30.0], shoonya_0sUL6Y6ZRCQ5NH, 6533098]
[paragraph, [427.0, 226.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 244.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 262.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 280.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 298.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 316.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 334.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 352.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 370.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 388.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
[paragraph, [427.0, 406.0, 259.0, 18.0], shoonya_1s6Q6RGOH0XCUU, 6533098]
