[1468, 909]
[headline, [367.0, 69.0, 213.0, 25.5], shoonya_1s2J3VO6M86CVZ, 5769886]
[paragraph, [458.0, 133.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 151.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 169.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 187.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 205.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 223.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 241.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 259.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 277.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 295.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 313.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 331.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [458.0, 349.0, 372.0, 18.0], VGwUypVJ24, 5769886]
[paragraph, [72.0, 138.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 156.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 174.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 192.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 210.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 228.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 246.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 264.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 282.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 300.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 318.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 336.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 354.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 372.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 390.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 408.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 426.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 444.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 462.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 480.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 498.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 516.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 534.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 552.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 570.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 588.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
[paragraph, [72.0, 606.0, 379.0, 18.0], shoonya_0sJUQH658HICW4, 5769886]
