[873, 612]
[section-title, [245.0, 37.0, 185.0, 30.0], MDpUijO2iK, 6460638]
[paragraph, [134.0, 95.0, 391.0, 18.0], M9quDAZ9rh, 6460638]
[paragraph, [134.0, 113.0, 391.0, 18.0], M9quDAZ9rh, 6460638]
[paragraph, [134.0, 131.0, 391.0, 18.0], M9quDAZ9rh, 6460638]
[paragraph, [134.0, 169.0, 428.0, 18.0], pVwdoxKlO0, 6460638]
[paragraph, [134.0, 187.0, 428.0, 18.0], pVwdoxKlO0, 6460638]
[paragraph, [134.0, 205.0, 428.0, 18.0], pVwdoxKlO0, 6460638]
[paragraph, [134.0, 241.0, 407.0, 18.0], ktIoqafqSb, 6460638]
[paragraph, [134.0, 259.0, 407.0, 18.0], ktIoqafqSb, 6460638]
[paragraph, [134.0, 277.0, 407.0, 18.0], ktIoqafqSb, 6460638]
[paragraph, [137.0, 317.0, 348.0, 18.0], EYShvnKGiP, 6460638]
[paragraph, [137.0, 335.0, 348.0, 18.0], EYShvnKGiP, 6460638]
[paragraph, [137.0, 353.0, 348.0, 18.0], EYShvnKGiP, 6460638]
[paragraph, [139.0, 391.0, 389.0, 18.0], h85ZZpxLIg, 6460638]
[paragraph, [139.0, 409.0, 389.0, 18.0], h85ZZpxLIg, 6460638]
[paragraph, [139.0, 427.0, 389.0, 18.0], h85ZZpxLIg, 6460638]
[paragraph, [136.0, 461.0, 371.0, 18.0], XHY0AE_Iyr, 6460638]
[paragraph, [136.0, 479.0, 371.0, 18.0], XHY0AE_Iyr, 6460638]
[paragraph, [136.0, 497.0, 371.0, 18.0], XHY0AE_Iyr, 6460638]
[paragraph, [137.0, 538.0, 374.0, 18.0], R05KTtkvSp, 6460638]
[paragraph, [137.0, 556.0, 374.0, 18.0], R05KTtkvSp, 6460638]
[paragraph, [137.0, 574.0, 374.0, 18.0], R05KTtkvSp, 6460638]
[paragraph, [140.0, 604.0, 335.0, 18.0], V6g5jQbZmQ, 6460638]
[paragraph, [140.0, 622.0, 335.0, 18.0], V6g5jQbZmQ, 6460638]
[paragraph, [140.0, 640.0, 335.0, 18.0], V6g5jQbZmQ, 6460638]
[paragraph, [140.0, 679.0, 395.0, 18.0], S_5-nz9rM8, 6460638]
[paragraph, [140.0, 697.0, 395.0, 18.0], S_5-nz9rM8, 6460638]
[paragraph, [140.0, 715.0, 395.0, 18.0], S_5-nz9rM8, 6460638]
[paragraph, [144.0, 751.0, 368.0, 18.0], shoonya_0s537FTHWG6RWX, 6460638]
[paragraph, [144.0, 769.0, 368.0, 18.0], shoonya_0s537FTHWG6RWX, 6460638]
[paragraph, [144.0, 787.0, 368.0, 18.0], shoonya_0s537FTHWG6RWX, 6460638]
