[1818, 1374]
[paragraph, [103.0, 222.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 258.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 294.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 330.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 366.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 402.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 438.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 474.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 510.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 546.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 582.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 618.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 654.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 690.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 726.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 762.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 798.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 834.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 870.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 906.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 942.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 978.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1014.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1050.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1086.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1122.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1158.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1194.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1230.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1266.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1302.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1338.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1374.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1410.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1446.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1482.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1518.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1554.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1590.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1626.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [103.0, 1662.0, 572.0, 36.0], shoonya_2sDT5YT1WWKDP7, 5683334]
[paragraph, [694.0, 224.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 260.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 296.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 332.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 368.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 404.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 440.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 476.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 512.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 548.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 584.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 620.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 656.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 692.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 728.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 764.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 800.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 836.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 872.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 908.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 944.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 980.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1016.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1052.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1088.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1124.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1160.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1196.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1232.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1268.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1304.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1340.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1376.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1412.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1448.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1484.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1520.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1556.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1592.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1628.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
[paragraph, [694.0, 1664.0, 571.0, 36.0], shoonya_0s0OIM0IFDI35M, 5683334]
