[1806, 1262]
[folio, [172.0, 98.0, 510.0, 36.0], shoonya_6sLFFDHZ6OYR37, 5680685]
[paragraph, [653.0, 174.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 210.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 246.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 282.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 318.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 354.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 390.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 426.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 462.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 498.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 534.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 570.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 606.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 642.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [653.0, 678.0, 506.0, 36.0], shoonya_2sPXRWTU2IC3K9, 5680685]
[paragraph, [99.0, 178.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 214.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 250.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 286.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 322.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 358.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 394.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 430.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [99.0, 466.0, 510.0, 36.0], shoonya_0s30680ULK8KO8, 5680685]
[paragraph, [94.0, 533.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 569.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 605.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 641.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 677.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 713.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 749.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 785.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 821.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 857.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 893.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 929.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 965.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 1001.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [94.0, 1037.0, 517.0, 36.0], shoonya_3sVYV10BTN0S8J, 5680685]
[paragraph, [655.0, 745.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 781.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 817.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 853.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 889.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 925.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 961.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 997.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1033.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1069.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1105.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1141.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1177.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1213.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [655.0, 1249.0, 505.0, 36.0], shoonya_1sC209O391NH2P, 5680685]
[paragraph, [96.0, 1082.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1118.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1154.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1190.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1226.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1262.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1298.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1334.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1370.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1406.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1442.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1478.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1514.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1550.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1586.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1622.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [96.0, 1658.0, 509.0, 36.0], yGdSrWqDnf, 5680685]
[paragraph, [651.0, 1305.0, 502.0, 36.0], shoonya_4sR360I2BWWX5E, 5680685]
[paragraph, [718.0, 1382.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1418.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1454.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1490.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1526.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1562.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1598.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1634.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
[paragraph, [718.0, 1670.0, 437.0, 36.0], shoonya_5s6TR6XCFFDU7C, 5680685]
