[878, 612]
[chapter-title, [275.0, 37.0, 92.0, 30.0], fe0gnXD8mF, 6460610]
[paragraph, [98.0, 88.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 106.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 124.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 142.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 160.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 178.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [98.0, 196.0, 452.0, 18.0], shoonya_0sG9SF1S6MEXR6, 6460610]
[paragraph, [95.0, 220.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 238.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 256.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 274.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 292.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 310.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 328.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 346.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 364.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 382.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 400.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 418.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 436.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 454.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 472.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 490.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 508.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 526.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 544.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 562.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 580.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 598.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [95.0, 616.0, 464.0, 18.0], YGpi9s1qNa, 6460610]
[paragraph, [92.0, 629.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 647.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 665.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 683.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 701.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 719.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 737.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 755.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[paragraph, [92.0, 773.0, 467.0, 18.0], 3eIcBs-ZOL, 6460610]
[jumpline, [290.0, 790.0, 80.0, 18.0], zmqYjPse2n, 6460610]
