[911, 559]
[paragraph, [16.0, 52.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 70.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 88.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 106.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 124.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 142.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 160.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 178.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 196.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 214.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [16.0, 232.0, 513.0, 18.0], shoonya_0sP48J3MF2LGQ6, 5776655]
[paragraph, [17.0, 247.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 265.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 283.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 301.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 319.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 337.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 355.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 373.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 391.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 409.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 427.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 445.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 463.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 481.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 499.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 517.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 535.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 553.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 571.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 589.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 607.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 625.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 643.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 661.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 679.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 697.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 715.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 733.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 751.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 769.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 787.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 805.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 823.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 841.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 859.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
[paragraph, [17.0, 877.0, 532.0, 18.0], shoonya_1sLKOJR2N32S1I, 5776655]
