[5367, 3825]
[paragraph, [626.0, 769.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 821.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 874.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 926.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 979.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1031.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1084.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1136.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1189.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1241.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1294.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1346.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1399.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1451.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1504.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1556.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1609.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1661.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1714.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1766.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1819.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1871.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1924.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 1976.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 2029.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 2081.5, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[paragraph, [626.0, 2134.0, 1290.0, 52.5], tXiPR1y9aE, 6475898]
[options, [860.0, 2399.0, 1740.0, 52.5], vao0S5OXUf, 6475898]
[options, [860.0, 2451.5, 1740.0, 52.5], vao0S5OXUf, 6475898]
[options, [860.0, 2504.0, 1740.0, 52.5], vao0S5OXUf, 6475898]
[options, [860.0, 2556.5, 1740.0, 52.5], vao0S5OXUf, 6475898]
[options, [865.0, 2814.0, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 2866.5, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 2919.0, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 2971.5, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3024.0, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3076.5, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3129.0, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3181.5, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3234.0, 1147.0, 52.5], ZA9wmeEHGf, 6475898]
[options, [865.0, 3474.0, 1611.0, 52.5], YOPkbQX4N-, 6475898]
[options, [865.0, 3526.5, 1611.0, 52.5], YOPkbQX4N-, 6475898]
[options, [865.0, 3579.0, 1611.0, 52.5], YOPkbQX4N-, 6475898]
[options, [865.0, 3631.5, 1611.0, 52.5], YOPkbQX4N-, 6475898]
[options, [865.0, 3885.0, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 3937.5, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 3990.0, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4042.5, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4095.0, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4147.5, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4200.0, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4252.5, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[options, [865.0, 4305.0, 1568.0, 52.5], TfwwBY0x0_, 6475898]
[folio, [3150.0, 4521.0, 234.0, 52.5], CzJ879Wb92, 6475898]
[folio, [3150.0, 4573.5, 234.0, 52.5], CzJ879Wb92, 6475898]
[folio, [406.0, 4525.0, 143.0, 52.5], T8TiDaF8-_, 6475898]
