[1320, 1176]
[chapter-title, [390.0, 177.0, 378.0, 30.0], 3dcC1hCH3b, 5694100]
[chapter-title, [390.0, 207.0, 378.0, 30.0], 3dcC1hCH3b, 5694100]
[author, [772.0, 247.0, 160.0, 18.0], 9U0wZCjNgX, 5694100]
[folio, [231.0, 252.0, 68.0, 18.0], DETO2B289k, 5694100]
[author, [111.0, 283.0, 240.0, 18.0], Aze8zlQS-j, 5694100]
[author, [111.0, 301.0, 240.0, 18.0], Aze8zlQS-j, 5694100]
[author, [111.0, 319.0, 240.0, 18.0], Aze8zlQS-j, 5694100]
[author, [111.0, 337.0, 240.0, 18.0], Aze8zlQS-j, 5694100]
[author, [111.0, 355.0, 240.0, 18.0], Aze8zlQS-j, 5694100]
[paragraph, [419.0, 283.0, 327.0, 18.0], LCSED6barK, 5694100]
[paragraph, [419.0, 301.0, 327.0, 18.0], LCSED6barK, 5694100]
[paragraph, [419.0, 319.0, 327.0, 18.0], LCSED6barK, 5694100]
[paragraph, [760.0, 284.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 302.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 320.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 338.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 356.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 374.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 392.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 410.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [760.0, 428.0, 326.0, 18.0], DZbmlpbS5-, 5694100]
[paragraph, [422.0, 344.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 362.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 380.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 398.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 416.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 434.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 452.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 470.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 488.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 506.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 524.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[paragraph, [422.0, 542.0, 327.0, 18.0], WIFl_w7T69, 5694100]
[folio, [78.0, 397.0, 333.0, 18.0], hVxaxckHnI, 5694100]
[paragraph, [762.0, 452.0, 324.0, 18.0], A_Tyd4KPSa, 5694100]
[paragraph, [762.0, 470.0, 324.0, 18.0], A_Tyd4KPSa, 5694100]
[paragraph, [762.0, 488.0, 324.0, 18.0], A_Tyd4KPSa, 5694100]
[paragraph, [762.0, 506.0, 324.0, 18.0], A_Tyd4KPSa, 5694100]
[sub-section-title, [173.0, 468.0, 136.0, 25.5], asGMLmUURy, 5694100]
[paragraph, [81.0, 525.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [81.0, 543.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [81.0, 561.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [81.0, 579.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [81.0, 597.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [81.0, 615.0, 328.0, 18.0], shoonya_4sPL3AY6H82PFI, 5694100]
[paragraph, [760.0, 540.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 558.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 576.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 594.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 612.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 630.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 648.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 666.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 684.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [760.0, 702.0, 328.0, 18.0], shoonya_2sR4Z48LU4NPMV, 5694100]
[paragraph, [418.0, 567.0, 332.0, 18.0], shoonya_1sP1JZYP11AF09, 5694100]
[paragraph, [418.0, 585.0, 332.0, 18.0], shoonya_1sP1JZYP11AF09, 5694100]
[paragraph, [418.0, 603.0, 332.0, 18.0], shoonya_1sP1JZYP11AF09, 5694100]
[paragraph, [418.0, 621.0, 332.0, 18.0], shoonya_1sP1JZYP11AF09, 5694100]
[paragraph, [83.0, 639.0, 321.0, 18.0], 6cYVRzexbY, 5694100]
[paragraph, [83.0, 657.0, 321.0, 18.0], 6cYVRzexbY, 5694100]
[paragraph, [83.0, 675.0, 321.0, 18.0], 6cYVRzexbY, 5694100]
[paragraph, [83.0, 693.0, 321.0, 18.0], 6cYVRzexbY, 5694100]
[paragraph, [421.0, 656.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 674.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 692.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 710.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 728.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 746.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [421.0, 764.0, 328.0, 18.0], shoonya_5sEXVU0FN997W4, 5694100]
[paragraph, [80.0, 721.0, 323.0, 18.0], shoonya_3sWW8Q9KG29GMI, 5694100]
[paragraph, [80.0, 739.0, 323.0, 18.0], shoonya_3sWW8Q9KG29GMI, 5694100]
[paragraph, [80.0, 757.0, 323.0, 18.0], shoonya_3sWW8Q9KG29GMI, 5694100]
[paragraph, [80.0, 775.0, 323.0, 18.0], shoonya_3sWW8Q9KG29GMI, 5694100]
[paragraph, [80.0, 793.0, 323.0, 18.0], shoonya_3sWW8Q9KG29GMI, 5694100]
[paragraph, [762.0, 738.0, 324.0, 18.0], irKZIsCd_3, 5694100]
[paragraph, [762.0, 756.0, 324.0, 18.0], irKZIsCd_3, 5694100]
[paragraph, [426.0, 796.0, 321.0, 18.0], shoonya_0s1A7735OH4QIQ, 5694100]
[paragraph, [426.0, 814.0, 321.0, 18.0], shoonya_0s1A7735OH4QIQ, 5694100]
[paragraph, [426.0, 832.0, 321.0, 18.0], shoonya_0s1A7735OH4QIQ, 5694100]
[paragraph, [762.0, 796.0, 326.0, 18.0], x8wG-ER0Bj, 5694100]
[paragraph, [762.0, 814.0, 326.0, 18.0], x8wG-ER0Bj, 5694100]
[paragraph, [762.0, 832.0, 326.0, 18.0], x8wG-ER0Bj, 5694100]
[paragraph, [84.0, 834.0, 322.0, 18.0], shoonya_6sJ2R3IB1QE69C, 5694100]
[paragraph, [84.0, 852.0, 322.0, 18.0], shoonya_6sJ2R3IB1QE69C, 5694100]
[paragraph, [84.0, 870.0, 322.0, 18.0], shoonya_6sJ2R3IB1QE69C, 5694100]
[paragraph, [84.0, 888.0, 322.0, 18.0], shoonya_6sJ2R3IB1QE69C, 5694100]
[paragraph, [90.0, 921.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
