[2339, 1654]
[paragraph, [194.0, 199.0, 1271.0, 36.0], shoonya_4sWC39PPJBRVGD, 5750599]
[paragraph, [194.0, 235.0, 1271.0, 36.0], shoonya_4sWC39PPJBRVGD, 5750599]
[paragraph, [194.0, 271.0, 1271.0, 36.0], shoonya_4sWC39PPJBRVGD, 5750599]
[paragraph, [194.0, 307.0, 1271.0, 36.0], shoonya_4sWC39PPJBRVGD, 5750599]
[paragraph, [179.0, 407.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 443.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 479.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 515.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 551.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 587.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 623.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 659.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 695.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 731.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 767.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 803.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 839.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 875.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 911.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 947.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 983.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 1019.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [179.0, 1055.0, 1292.0, 36.0], shoonya_0sSIOW7DW836QF, 5750599]
[paragraph, [294.0, 1168.0, 193.0, 36.0], shoonya_2s5GURD2CM7KI1, 5750599]
[paragraph, [294.0, 1204.0, 193.0, 36.0], shoonya_2s5GURD2CM7KI1, 5750599]
[paragraph, [184.0, 1282.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1318.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1354.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1390.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1426.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1462.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1498.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1534.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1570.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1606.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1642.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1678.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1714.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1750.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1786.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1822.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1858.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1894.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1930.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 1966.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 2002.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[paragraph, [184.0, 2038.0, 1289.0, 36.0], shoonya_1sEDSFQB8HGXX4, 5750599]
[folio, [190.0, 2169.0, 277.0, 36.0], WVHdeGgPkn, 5750599]
