[2334, 1650]
[paragraph, [146.0, 138.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [146.0, 174.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [146.0, 210.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [146.0, 246.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [146.0, 282.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [146.0, 318.0, 1245.0, 36.0], shoonya_0s8BL7PZ389XOJ, 5652736]
[paragraph, [138.0, 370.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 406.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 442.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 478.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 514.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 550.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 586.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [138.0, 622.0, 1264.0, 36.0], mHDTNKcRF_, 5652736]
[paragraph, [109.0, 672.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 708.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 744.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 780.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 816.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 852.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 888.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 924.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 960.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 996.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [109.0, 1032.0, 1300.0, 36.0], 5FMy5VF5Ts, 5652736]
[paragraph, [105.0, 1071.0, 1085.0, 36.0], UqhCoXFbKA, 5652736]
[paragraph, [203.0, 1128.0, 1011.0, 36.0], wXptiFrXYy, 5652736]
[paragraph, [168.0, 1192.0, 1262.0, 36.0], VZ87cjMLAi, 5652736]
[paragraph, [168.0, 1228.0, 1262.0, 36.0], VZ87cjMLAi, 5652736]
[paragraph, [168.0, 1264.0, 1262.0, 36.0], VZ87cjMLAi, 5652736]
[paragraph, [168.0, 1300.0, 1262.0, 36.0], VZ87cjMLAi, 5652736]
[paragraph, [131.0, 1357.0, 1328.0, 36.0], 4fCW1ybas1, 5652736]
[paragraph, [131.0, 1393.0, 1328.0, 36.0], 4fCW1ybas1, 5652736]
[paragraph, [131.0, 1429.0, 1328.0, 36.0], 4fCW1ybas1, 5652736]
[paragraph, [115.0, 1466.0, 1404.0, 36.0], vo1j_Rfv4h, 5652736]
[paragraph, [115.0, 1502.0, 1404.0, 36.0], vo1j_Rfv4h, 5652736]
[paragraph, [115.0, 1538.0, 1404.0, 36.0], vo1j_Rfv4h, 5652736]
[paragraph, [105.0, 1582.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1618.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1654.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1690.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1726.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1762.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1798.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1834.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1870.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1906.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1942.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 1978.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[paragraph, [105.0, 2014.0, 1320.0, 36.0], HrfyR1NuGG, 5652736]
[folio, [894.0, 2101.0, 405.0, 36.0], AkCGIFwpUd, 5652736]
