[2200, 1700]
[section-title, [342.0, 77.0, 376.0, 52.5], shoonya_1sWDQGM2FR2X8C, 5731455]
[paragraph, [313.0, 150.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 186.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 222.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 258.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 294.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 330.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 366.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 402.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 438.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 474.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 510.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 546.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 582.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 618.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 654.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 690.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 726.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 762.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 798.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 834.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 870.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 906.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 942.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 978.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1014.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1050.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1086.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1122.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1158.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1194.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1230.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1266.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1302.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1338.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1374.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1410.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1446.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1482.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1518.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1554.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1590.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1626.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1662.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1698.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1734.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1770.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1806.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1842.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[paragraph, [313.0, 1878.0, 1119.0, 36.0], shoonya_0sVGVGK3D5L8QS, 5731455]
[folio, [927.0, 2015.0, 367.0, 36.0], UjJ9J9LgE6, 5731455]
