[1650, 1275]
[headline, [422.0, 108.0, 382.0, 37.5], 1ZXVhaHIoA, 5721930]
[headline, [422.0, 145.5, 382.0, 37.5], 1ZXVhaHIoA, 5721930]
[paragraph, [274.0, 258.0, 479.0, 36.0], rgd294rxgq, 5721930]
[paragraph, [274.0, 294.0, 479.0, 36.0], rgd294rxgq, 5721930]
[contact-info, [908.0, 272.0, 199.0, 36.0], B5zR6Hs8Aa, 5721930]
[contact-info, [908.0, 308.0, 199.0, 36.0], B5zR6Hs8Aa, 5721930]
[contact-info, [908.0, 344.0, 199.0, 36.0], B5zR6Hs8Aa, 5721930]
[paragraph, [279.0, 347.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 383.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 419.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 455.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 491.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 527.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 563.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 599.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 635.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 671.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[paragraph, [279.0, 707.0, 606.0, 36.0], shoonya_0sOYU6OLAHBMP4, 5721930]
[contact-info, [906.0, 483.0, 191.0, 36.0], wBmSTRHvcC, 5721930]
[contact-info, [906.0, 519.0, 191.0, 36.0], wBmSTRHvcC, 5721930]
[author, [910.0, 575.0, 199.0, 36.0], UUpCY3JsMF, 5721930]
[author, [906.0, 639.0, 232.0, 36.0], Jy8AzssYEZ, 5721930]
[author, [910.0, 699.0, 199.0, 36.0], _sp7B0sdx-, 5721930]
[paragraph, [278.0, 768.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 804.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 840.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 876.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 912.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 948.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 984.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 1020.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[paragraph, [278.0, 1056.0, 607.0, 36.0], shoonya_2s1ZG4RTZHGSWH, 5721930]
[author, [910.0, 798.0, 263.0, 36.0], shoonya_8sQW66NII02S2V, 5721930]
[author, [910.0, 834.0, 263.0, 36.0], shoonya_8sQW66NII02S2V, 5721930]
[author, [910.0, 870.0, 263.0, 36.0], shoonya_8sQW66NII02S2V, 5721930]
[contact-info, [912.0, 1001.0, 254.0, 36.0], shoonya_4sQNGCRIMO6HGF, 5721930]
[contact-info, [912.0, 1037.0, 254.0, 36.0], shoonya_4sQNGCRIMO6HGF, 5721930]
[paragraph, [276.0, 1109.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1145.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1181.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1217.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1253.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1289.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1325.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1361.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1397.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[paragraph, [276.0, 1433.0, 607.0, 36.0], shoonya_9sUVY923E0MLY9, 5721930]
[contact-info, [909.0, 1132.0, 249.0, 36.0], shoonya_7s7WMY1E18QGW2, 5721930]
[website-link, [906.0, 1148.0, 194.0, 18.0], IRKZeHCMW6, 5721930]
[website-link, [909.0, 1171.0, 240.0, 18.0], MLWkJZG21R, 5721930]
[footnote, [911.0, 1345.0, 180.0, 36.0], DMlSrhnjD5, 5721930]
[author, [486.0, 1509.0, 395.0, 36.0], 5WfgyMc_C8, 5721930]
