[2339, 1656]
[paragraph, [185.0, 196.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [185.0, 232.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [185.0, 268.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [185.0, 304.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [185.0, 340.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [185.0, 376.0, 1282.0, 36.0], shoonya_2sMO5RTU5WKZTA, 5730987]
[paragraph, [180.0, 473.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 509.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 545.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 581.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 617.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 653.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 689.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [180.0, 725.0, 1283.0, 36.0], shoonya_3s19J1F82923FN, 5730987]
[paragraph, [187.0, 814.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 850.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 886.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 922.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 958.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 994.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 1030.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [187.0, 1066.0, 1284.0, 36.0], shoonya_1sUMDC1TRPXYSZ, 5730987]
[paragraph, [188.0, 1169.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1205.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1241.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1277.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1313.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1349.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1385.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1421.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1457.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [188.0, 1493.0, 1275.0, 36.0], shoonya_0sFGP0TJMPOFR9, 5730987]
[paragraph, [187.0, 1571.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1607.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1643.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1679.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1715.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1751.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1787.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1823.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1859.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
[paragraph, [187.0, 1895.0, 1282.0, 36.0], shoonya_4sOD9JO2YDPSEA, 5730987]
