[2339, 1656]
[paragraph, [187.0, 197.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 233.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 269.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 305.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 341.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 377.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 413.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [187.0, 449.0, 1278.0, 36.0], shoonya_2sIO46IHEMSR9A, 5731270]
[paragraph, [190.0, 523.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 559.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 595.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 631.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 667.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 703.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 739.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 775.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 811.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 847.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 883.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 919.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 955.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 991.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1027.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1063.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1099.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1135.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1171.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1207.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1243.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1279.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1315.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1351.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1387.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1423.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1459.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1495.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1531.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1567.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [190.0, 1603.0, 1279.0, 36.0], shoonya_1sTFRD12GKQHE4, 5731270]
[paragraph, [179.0, 1678.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1714.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1750.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1786.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1822.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1858.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1894.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1930.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 1966.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 2002.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 2038.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
[paragraph, [179.0, 2074.0, 1279.0, 36.0], shoonya_0sP1KID4JGI6VT, 5731270]
