[2717, 1772]
[folio, [642.0, 244.0, 503.0, 46.5], shoonya_2s4ZD0ZMR6BSI6, 5720916]
[paragraph, [220.0, 345.0, 1327.0, 46.5], shoonya_1sHOZKM2KGUGPO, 5720916]
[paragraph, [220.0, 391.5, 1327.0, 46.5], shoonya_1sHOZKM2KGUGPO, 5720916]
[paragraph, [221.0, 517.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 563.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 610.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 656.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 703.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 749.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 796.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 842.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 889.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 935.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 982.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1028.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1075.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1121.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1168.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1214.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1261.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1307.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1354.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1400.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1447.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1493.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1540.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1586.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1633.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1679.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1726.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1772.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1819.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1865.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1912.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 1958.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2005.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2051.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2098.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2144.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2191.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2237.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2284.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2330.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2377.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2423.5, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
[paragraph, [221.0, 2470.0, 1341.0, 46.5], shoonya_0s6QQRD4K7LW8T, 5720916]
