[1754, 1241]
[section-title, [134.0, 165.0, 966.0, 49.5], UdQd7maOGW, 5747387]
[sub-section-title, [136.0, 241.0, 155.0, 36.0], PqY90KSOul, 5747387]
[ordered-list, [128.0, 291.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 327.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 363.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 399.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 435.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 471.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 507.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 543.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 579.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 615.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 651.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 687.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 723.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 759.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 795.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 831.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 867.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 903.0, 637.0, 36.0], OntOYueRVP, 5747387]
[ordered-list, [128.0, 939.0, 637.0, 36.0], OntOYueRVP, 5747387]
[section-title, [142.0, 990.0, 963.0, 49.5], fH1Bqt0OrG, 5747387]
[sub-section-title, [136.0, 1082.0, 435.0, 36.0], oWFUaWPY0S, 5747387]
[unordered-list, [178.0, 1139.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1175.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1211.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1247.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1283.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1319.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1355.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1391.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
[unordered-list, [178.0, 1427.0, 828.0, 36.0], shoonya_0s6HK9PONDYMP9, 5747387]
