[1267, 753]
[folio, [326.0, 76.0, 83.0, 18.0], shoonya_3s7JC772NANQ5Y, 5699419]
[paragraph, [71.0, 121.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 139.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 157.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 175.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 193.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 211.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 229.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 247.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 265.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 283.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 301.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [71.0, 319.0, 592.0, 18.0], shoonya_2s6ZMNPVPBHS0T, 5699419]
[paragraph, [78.0, 360.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 378.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 396.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 414.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 432.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 450.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 468.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 486.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 504.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 522.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 540.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 558.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 576.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 594.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 612.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 630.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 648.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 666.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 684.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 702.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 720.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 738.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 756.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 774.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 792.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 810.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 828.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 846.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 864.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 882.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 900.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[paragraph, [78.0, 918.0, 590.0, 18.0], shoonya_1sTMAY3H7FDKBW, 5699419]
[section-title, [224.0, 974.0, 305.0, 30.0], shoonya_4sZ55ZPQJ3LQG9, 5699419]
[paragraph, [84.0, 1020.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1038.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1056.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1074.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1092.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1110.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1128.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1146.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
[paragraph, [84.0, 1164.0, 594.0, 18.0], shoonya_0s21ZS32VSXCSE, 5699419]
