[2481, 1654]
[folio, [349.0, 107.0, 117.0, 36.0], CVCGv9vuW5, 5721855]
[paragraph, [223.0, 216.0, 1281.0, 36.0], shoonya_2s27MT073GPZJG, 5721855]
[paragraph, [223.0, 252.0, 1281.0, 36.0], shoonya_2s27MT073GPZJG, 5721855]
[paragraph, [223.0, 288.0, 1281.0, 36.0], shoonya_2s27MT073GPZJG, 5721855]
[paragraph, [223.0, 324.0, 1281.0, 36.0], shoonya_2s27MT073GPZJG, 5721855]
[paragraph, [223.0, 360.0, 1281.0, 36.0], shoonya_2s27MT073GPZJG, 5721855]
[paragraph, [219.0, 421.0, 1273.0, 36.0], 7EWKs494to, 5721855]
[paragraph, [219.0, 457.0, 1273.0, 36.0], 7EWKs494to, 5721855]
[paragraph, [219.0, 493.0, 1273.0, 36.0], 7EWKs494to, 5721855]
[paragraph, [219.0, 529.0, 1273.0, 36.0], 7EWKs494to, 5721855]
[paragraph, [283.0, 572.0, 1135.0, 36.0], MZ0lVVexoK, 5721855]
[paragraph, [289.0, 628.0, 866.0, 36.0], QNWrRtDOk_, 5721855]
[paragraph, [225.0, 678.0, 1261.0, 36.0], YMBa9ZyHOJ, 5721855]
[paragraph, [225.0, 714.0, 1261.0, 36.0], YMBa9ZyHOJ, 5721855]
[paragraph, [231.0, 773.0, 1259.0, 36.0], jRaovJwMHi, 5721855]
[paragraph, [231.0, 809.0, 1259.0, 36.0], jRaovJwMHi, 5721855]
[paragraph, [231.0, 845.0, 1259.0, 36.0], jRaovJwMHi, 5721855]
[paragraph, [231.0, 881.0, 1259.0, 36.0], jRaovJwMHi, 5721855]
[paragraph, [223.0, 928.0, 1273.0, 36.0], 1I9mwgx1Yd, 5721855]
[paragraph, [223.0, 964.0, 1273.0, 36.0], 1I9mwgx1Yd, 5721855]
[paragraph, [223.0, 1000.0, 1273.0, 36.0], 1I9mwgx1Yd, 5721855]
[paragraph, [223.0, 1036.0, 1273.0, 36.0], 1I9mwgx1Yd, 5721855]
[paragraph, [223.0, 1072.0, 1273.0, 36.0], 1I9mwgx1Yd, 5721855]
[paragraph, [225.0, 1126.0, 1269.0, 36.0], VVCs8VpYe6, 5721855]
[paragraph, [225.0, 1162.0, 1269.0, 36.0], VVCs8VpYe6, 5721855]
[paragraph, [287.0, 1230.0, 996.0, 36.0], 0Gu6PD61eV, 5721855]
[paragraph, [221.0, 1279.0, 1267.0, 36.0], 4JTuWNydzA, 5721855]
[paragraph, [221.0, 1315.0, 1267.0, 36.0], 4JTuWNydzA, 5721855]
[paragraph, [221.0, 1351.0, 1267.0, 36.0], 4JTuWNydzA, 5721855]
[paragraph, [221.0, 1387.0, 1267.0, 36.0], 4JTuWNydzA, 5721855]
[paragraph, [287.0, 1434.0, 655.0, 36.0], shoonya_3sFZIKO5HEUHTP, 5721855]
[paragraph, [290.0, 1482.0, 175.0, 36.0], shoonya_1sUZ4CA9ZDO98F, 5721855]
[paragraph, [227.0, 1529.0, 1257.0, 36.0], jgMlix7fMe, 5721855]
[paragraph, [227.0, 1565.0, 1257.0, 36.0], jgMlix7fMe, 5721855]
[paragraph, [223.0, 1627.0, 1261.0, 36.0], Y0aYZ7tC2Q, 5721855]
[paragraph, [223.0, 1663.0, 1261.0, 36.0], Y0aYZ7tC2Q, 5721855]
[paragraph, [217.0, 1734.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1770.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1806.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1842.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1878.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1914.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1950.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [217.0, 1986.0, 1277.0, 36.0], H5j77q-pn1, 5721855]
[paragraph, [252.0, 2038.0, 876.0, 36.0], xbkLnIo0XG, 5721855]
[paragraph, [229.0, 2086.0, 1267.0, 36.0], shoonya_4sBXUTPCJBOD4R, 5721855]
[paragraph, [229.0, 2122.0, 1267.0, 36.0], shoonya_4sBXUTPCJBOD4R, 5721855]
[paragraph, [229.0, 2158.0, 1267.0, 36.0], shoonya_4sBXUTPCJBOD4R, 5721855]
