[2339, 1656]
[paragraph, [178.0, 188.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 224.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 260.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 296.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 332.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 368.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 404.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 440.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 476.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 512.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 548.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 584.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 620.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 656.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [178.0, 692.0, 1292.0, 36.0], shoonya_0s2RCWS5VJ5TJ9, 5730795]
[paragraph, [177.0, 763.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 799.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 835.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 871.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 907.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 943.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 979.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1015.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1051.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1087.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1123.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1159.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1195.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1231.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1267.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1303.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1339.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1375.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1411.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1447.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1483.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1519.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1555.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1591.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1627.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1663.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1699.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1735.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1771.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1807.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1843.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1879.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1915.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [177.0, 1951.0, 1305.0, 36.0], shoonya_1s6UKS49RI624V, 5730795]
[paragraph, [193.0, 2021.0, 1272.0, 36.0], shoonya_2sPJUDJ4NJZ6DZ, 5730795]
[paragraph, [193.0, 2057.0, 1272.0, 36.0], shoonya_2sPJUDJ4NJZ6DZ, 5730795]
[paragraph, [193.0, 2093.0, 1272.0, 36.0], shoonya_2sPJUDJ4NJZ6DZ, 5730795]
