[1270, 818]
[folio, [648.0, 23.0, 131.0, 18.0], JC64wPn504, 5782159]
[folio, [648.0, 41.0, 131.0, 18.0], JC64wPn504, 5782159]
[folio, [648.0, 59.0, 131.0, 18.0], JC64wPn504, 5782159]
[ordered-list, [61.0, 95.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 113.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 131.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 149.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 167.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 185.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 203.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 221.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 239.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[ordered-list, [61.0, 257.0, 737.0, 18.0], iy_aipuCdr, 5782159]
[sub-ordered-list, [92.0, 101.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [92.0, 119.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [92.0, 137.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [92.0, 155.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [92.0, 173.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [92.0, 191.0, 705.0, 18.0], ZNKoGARZlQ, 5782159]
[sub-ordered-list, [88.0, 279.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 297.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 315.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 333.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 351.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 369.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 387.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 405.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 423.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 441.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 459.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 477.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 495.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 513.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 531.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[sub-ordered-list, [88.0, 549.0, 708.0, 18.0], AHgmI5xtdw, 5782159]
[ordered-list, [62.0, 281.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 299.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 317.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 335.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 353.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 371.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 389.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 407.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 425.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 443.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 461.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 479.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 497.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 515.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 533.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 551.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 569.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 587.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 605.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 623.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 641.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 659.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 677.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 695.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 713.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 731.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 749.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 767.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 785.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 803.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 821.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 839.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 857.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 875.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 893.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 911.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 929.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 947.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 965.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 983.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1001.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1019.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1037.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1055.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1073.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1091.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1109.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1127.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[ordered-list, [62.0, 1145.0, 735.0, 18.0], ymrvCXP78v, 5782159]
[sub-ordered-list, [85.0, 581.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 599.0, 708.0, 18.0], RftEZzyJAq, 5782159]
