[1755, 1241]
[paragraph, [167.0, 253.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 289.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 325.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 361.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 397.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 433.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 469.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [167.0, 505.0, 870.0, 36.0], shoonya_0s6303X4KZJ2XR, 5760002]
[paragraph, [165.0, 572.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 608.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 644.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 680.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 716.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 752.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 788.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 824.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 860.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 896.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 932.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 968.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1004.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1040.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1076.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1112.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1148.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [165.0, 1184.0, 871.0, 36.0], 0wYK_lIM0_, 5760002]
[paragraph, [159.0, 1258.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1294.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1330.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1366.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1402.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1438.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1474.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
[paragraph, [159.0, 1510.0, 866.0, 36.0], shoonya_3sAAZILZBBXJQF, 5760002]
