[2640, 2040]
[folio, [1604.0, 119.0, 216.0, 46.5], QH8xDAOYsi, 5693767]
[paragraph, [753.0, 244.0, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 290.5, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 337.0, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 383.5, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 430.0, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 476.5, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 523.0, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 569.5, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 616.0, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [753.0, 662.5, 532.0, 46.5], M5FQ8cSQ-w, 5693767]
[paragraph, [1324.0, 257.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 303.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 350.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 396.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 443.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 489.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 536.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 582.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 629.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 675.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 722.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 768.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 815.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 861.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 908.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 954.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 1001.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 1047.5, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [1324.0, 1094.0, 524.0, 46.5], W2W7SRSLkp, 5693767]
[paragraph, [758.0, 733.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 779.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 826.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 872.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 919.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 965.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1012.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1058.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1105.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1151.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1198.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1244.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1291.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1337.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1384.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1430.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1477.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1523.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1570.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1616.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1663.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1709.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1756.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1802.5, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [758.0, 1849.0, 519.0, 46.5], mxnIUDYXuz, 5693767]
[paragraph, [1319.0, 1158.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
