[975, 573]
[chapter-title, [95.0, 9.0, 338.0, 30.0], shoonya_0s2Y8U8X2OE35Y, 5776702]
[paragraph, [8.0, 52.0, 537.0, 18.0], EnGIhKpF48, 5776702]
[paragraph, [8.0, 70.0, 537.0, 18.0], EnGIhKpF48, 5776702]
[paragraph, [8.0, 88.0, 537.0, 18.0], EnGIhKpF48, 5776702]
[paragraph, [3.0, 124.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 142.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 160.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 178.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 196.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 214.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 232.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [3.0, 250.0, 547.0, 18.0], GBOocAGbiS, 5776702]
[paragraph, [2.0, 267.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 285.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 303.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 321.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 339.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 357.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 375.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 393.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 411.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 429.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 447.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 465.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 483.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 501.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 519.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 537.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 555.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 573.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 591.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 609.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 627.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 645.0, 547.0, 18.0], SlCi_TrhhT, 5776702]
[paragraph, [2.0, 676.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 694.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 712.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 730.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 748.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 766.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 784.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [2.0, 802.0, 551.0, 18.0], X2ncXb6-Mi, 5776702]
[paragraph, [15.0, 836.0, 534.0, 18.0], moaAjt-pO1, 5776702]
[paragraph, [15.0, 854.0, 534.0, 18.0], moaAjt-pO1, 5776702]
[paragraph, [15.0, 872.0, 534.0, 18.0], moaAjt-pO1, 5776702]
[paragraph, [15.0, 890.0, 534.0, 18.0], moaAjt-pO1, 5776702]
