[2200, 1700]
[paragraph, [470.0, 112.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 148.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 184.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 220.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 256.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 292.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 328.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 364.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 400.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 436.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 472.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 508.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 544.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 580.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 616.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 652.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 688.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 724.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 760.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 796.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 832.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 868.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 904.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [470.0, 940.0, 1033.0, 36.0], shoonya_0sR6TTVJHEFYDK, 5734330]
[paragraph, [370.0, 1031.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1067.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1103.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1139.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1175.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1211.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1247.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1283.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1319.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1355.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1391.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1427.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1463.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1499.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1535.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1571.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1607.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1643.0, 1135.0, 36.0], shoonya_1s3UOABRVVRKEX, 5734330]
[paragraph, [370.0, 1713.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1749.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1785.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1821.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1857.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1893.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1929.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 1965.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
[paragraph, [370.0, 2001.0, 1137.0, 36.0], shoonya_2sYLZ6I0RYN92F, 5734330]
