[1211, 798]
[folio, [331.0, 38.0, 110.0, 18.0], 73SRuxGlb0, 5740605]
[folio, [331.0, 56.0, 110.0, 18.0], 73SRuxGlb0, 5740605]
[paragraph, [47.0, 95.0, 687.0, 18.0], fsJeQw1EQx, 5740605]
[paragraph, [47.0, 113.0, 687.0, 18.0], fsJeQw1EQx, 5740605]
[paragraph, [47.0, 131.0, 687.0, 18.0], fsJeQw1EQx, 5740605]
[paragraph, [47.0, 149.0, 687.0, 18.0], fsJeQw1EQx, 5740605]
[paragraph, [50.0, 192.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 210.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 228.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 246.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 264.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 282.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 300.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 318.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 336.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 354.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 372.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 390.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [50.0, 408.0, 689.0, 18.0], NeZj8-dCRf, 5740605]
[paragraph, [56.0, 445.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 463.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 481.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 499.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 517.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 535.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 553.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 571.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 589.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 607.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 625.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 643.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 661.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 679.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 697.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 715.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 733.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 751.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 769.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 787.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 805.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 823.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 841.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [56.0, 859.0, 683.0, 18.0], shoonya_2sI30ZH7HRPLU9, 5740605]
[paragraph, [47.0, 883.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 901.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 919.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 937.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 955.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 973.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 991.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1009.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1027.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1045.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1063.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1081.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1099.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1117.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1135.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[paragraph, [47.0, 1153.0, 693.0, 18.0], shoonya_1sJ9OIEJPGLCAN, 5740605]
[footnote, [417.0, 1172.0, 328.0, 18.0], 52CELtVbX0, 5740605]
