[1447, 1063]
[folio, [423.0, 57.0, 212.0, 18.0], 0BIHTWeKPz, 5762900]
[headline, [96.0, 94.0, 870.0, 25.5], shoonya_3sXSTB011U5XO3, 5762900]
[headline, [96.0, 119.5, 870.0, 25.5], shoonya_3sXSTB011U5XO3, 5762900]
[headline, [96.0, 145.0, 870.0, 25.5], shoonya_3sXSTB011U5XO3, 5762900]
[headline, [96.0, 170.5, 870.0, 25.5], shoonya_3sXSTB011U5XO3, 5762900]
[paragraph, [92.0, 228.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 246.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 264.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 282.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 300.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 318.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 336.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 354.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 372.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 390.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 408.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 426.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 444.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 462.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 480.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 498.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [92.0, 516.0, 435.0, 18.0], shoonya_5sQ8B6V3CHDWFI, 5762900]
[paragraph, [534.0, 230.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 248.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 266.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 284.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 302.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 320.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 338.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 356.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 374.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 392.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 410.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [534.0, 428.0, 437.0, 18.0], shoonya_4s85PFIH0LKLQM, 5762900]
[paragraph, [532.0, 463.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 481.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 499.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 517.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 535.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 553.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 571.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 589.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 607.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 625.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 643.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 661.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 679.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 697.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 715.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 733.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 751.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 769.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 787.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 805.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [532.0, 823.0, 438.0, 18.0], 2JP1VENfWc, 5762900]
[paragraph, [90.0, 558.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 576.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 594.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 612.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 630.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 648.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 666.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 684.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 702.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 720.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 738.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 756.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 774.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 792.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
[paragraph, [90.0, 810.0, 436.0, 18.0], shoonya_2sBJLQ7WD6NQV8, 5762900]
