[1755, 1241]
[section-title, [474.0, 246.0, 288.0, 49.5], 1UJfi_FJ6h, 5705450]
[sub-section-title, [373.0, 378.0, 502.0, 36.0], yUbCYDjk6w, 5705450]
[unordered-list, [408.0, 415.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 451.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 487.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 523.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 559.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 595.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 631.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 667.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 703.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 739.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 775.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 811.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 847.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 883.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 919.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[unordered-list, [408.0, 955.0, 427.0, 36.0], shoonya_4sA6SBKFTOSD6G, 5705450]
[website-link, [144.0, 1550.0, 296.0, 18.0], shoonya_1s1E2WDZTWE989, 5705450]
[website-link, [144.0, 1568.0, 296.0, 18.0], shoonya_1s1E2WDZTWE989, 5705450]
