[1987, 1270]
[folio, [607.0, 117.0, 91.0, 36.0], shoonya_1sEWRAG23IXM3Y, 5682356]
[paragraph, [145.0, 193.0, 1002.0, 36.0], shoonya_3s8A0TBK9FT9OD, 5682356]
[paragraph, [145.0, 229.0, 1002.0, 36.0], shoonya_3s8A0TBK9FT9OD, 5682356]
[paragraph, [145.0, 265.0, 1002.0, 36.0], shoonya_3s8A0TBK9FT9OD, 5682356]
[paragraph, [145.0, 301.0, 1002.0, 36.0], shoonya_3s8A0TBK9FT9OD, 5682356]
[paragraph, [145.0, 337.0, 1002.0, 36.0], shoonya_3s8A0TBK9FT9OD, 5682356]
[paragraph, [143.0, 407.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 443.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 479.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 515.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 551.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 587.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 623.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 659.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [143.0, 695.0, 1004.0, 36.0], shoonya_4sKF1ZZRL28XQK, 5682356]
[paragraph, [138.0, 772.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 808.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 844.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 880.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 916.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 952.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 988.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 1024.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 1060.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 1096.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [138.0, 1132.0, 1011.0, 36.0], nB2UHA74mO, 5682356]
[paragraph, [136.0, 1191.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1227.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1263.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1299.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1335.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1371.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1407.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1443.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1479.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1515.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1551.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1587.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1623.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1659.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1695.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1731.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1767.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
[paragraph, [136.0, 1803.0, 1010.0, 36.0], sYOIOrZal5, 5682356]
