[825, 638]
[section-title, [39.0, 30.0, 312.0, 30.0], shoonya_0sROZ4LTWOUGI4, 6473634]
[paragraph, [35.0, 96.0, 542.0, 18.0], L8lMwRQIcz, 6473634]
[paragraph, [35.0, 114.0, 542.0, 18.0], L8lMwRQIcz, 6473634]
[paragraph, [35.0, 132.0, 542.0, 18.0], L8lMwRQIcz, 6473634]
[paragraph, [36.0, 192.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 210.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 228.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 246.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 264.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 282.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 300.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 318.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 336.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 354.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 372.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 390.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 408.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 426.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 444.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 462.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 480.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 498.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 516.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 534.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 552.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 570.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 588.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 606.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 624.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 642.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 660.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [36.0, 678.0, 571.0, 18.0], nOzzIIdmtM, 6473634]
[paragraph, [39.0, 726.0, 521.0, 18.0], shoonya_1sO44JX2JZ7RAM, 6473634]
[paragraph, [39.0, 744.0, 521.0, 18.0], shoonya_1sO44JX2JZ7RAM, 6473634]
[paragraph, [39.0, 762.0, 521.0, 18.0], shoonya_1sO44JX2JZ7RAM, 6473634]
[paragraph, [39.0, 780.0, 521.0, 18.0], shoonya_1sO44JX2JZ7RAM, 6473634]
