[792, 612]
[paragraph, [77.0, 6.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 24.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 42.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 60.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 78.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 96.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 114.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 132.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 150.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 168.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 186.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 204.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 222.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 240.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [77.0, 258.0, 149.0, 18.0], shoonya_0s0784P1UIOSHN, 6515411]
[paragraph, [232.0, 208.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 226.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 244.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 262.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 280.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 298.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 316.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 334.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 352.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 370.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 388.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 406.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 424.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [232.0, 442.0, 148.0, 18.0], shoonya_3sJTS3ZUB7CKYB, 6515411]
[paragraph, [388.0, 208.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 226.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 244.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 262.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 280.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 298.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 316.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 334.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 352.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [388.0, 370.0, 149.0, 18.0], shoonya_2s5L5IYCEJNL1P, 6515411]
[paragraph, [77.0, 281.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 299.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 317.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 335.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 353.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 371.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 389.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 407.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 425.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 443.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 461.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 479.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 497.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 515.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 533.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 551.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [77.0, 569.0, 148.0, 18.0], shoonya_1sMQDTIXZ94ZO8, 6515411]
[paragraph, [389.0, 410.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 428.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 446.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 464.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 482.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 500.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 518.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 536.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 554.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 572.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [389.0, 590.0, 144.0, 18.0], shoonya_5s5F6F0KZVCAYD, 6515411]
[paragraph, [232.0, 470.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 488.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 506.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 524.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 542.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 560.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 578.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
[paragraph, [232.0, 596.0, 148.0, 18.0], shoonya_6sYG2A365KVZH1, 6515411]
