[1320, 1176]
[folio, [939.0, 60.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[folio, [939.0, 78.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[folio, [939.0, 96.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[folio, [939.0, 114.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[folio, [939.0, 132.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[paragraph, [82.0, 189.0, 321.0, 18.0], YLH5oSNhW_, 5694150]
[paragraph, [82.0, 207.0, 321.0, 18.0], YLH5oSNhW_, 5694150]
[paragraph, [82.0, 225.0, 321.0, 18.0], YLH5oSNhW_, 5694150]
[paragraph, [82.0, 243.0, 321.0, 18.0], YLH5oSNhW_, 5694150]
[paragraph, [82.0, 261.0, 321.0, 18.0], YLH5oSNhW_, 5694150]
[chapter-title, [449.0, 211.0, 278.0, 30.0], CjDy1pNBWG, 5694150]
[paragraph, [425.0, 273.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 291.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 309.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 327.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 345.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 363.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 381.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 399.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 417.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 435.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 453.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 471.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 489.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 507.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 525.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 543.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 561.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 579.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 597.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 615.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 633.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 651.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [425.0, 669.0, 322.0, 18.0], uffqjo3AG8, 5694150]
[paragraph, [80.0, 306.0, 318.0, 18.0], rpJAtK8-m7, 5694150]
[paragraph, [80.0, 324.0, 318.0, 18.0], rpJAtK8-m7, 5694150]
[paragraph, [80.0, 342.0, 318.0, 18.0], rpJAtK8-m7, 5694150]
[paragraph, [80.0, 360.0, 318.0, 18.0], rpJAtK8-m7, 5694150]
[paragraph, [80.0, 378.0, 318.0, 18.0], rpJAtK8-m7, 5694150]
[paragraph, [80.0, 418.0, 320.0, 18.0], xOWqZoTVZ0, 5694150]
[paragraph, [80.0, 436.0, 320.0, 18.0], xOWqZoTVZ0, 5694150]
[paragraph, [79.0, 471.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 489.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 507.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 525.0, 320.0, 18.0], R_YxLLV53X, 5694150]
