[3509, 2480]
[section-title, [736.0, 548.0, 1015.0, 93.0], rUTFraU7yU, 5723675]
[paragraph, [351.0, 838.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 890.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 943.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 995.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1048.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1100.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1153.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1205.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1258.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1310.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1363.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1415.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1468.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1520.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1573.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1625.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1678.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1730.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1783.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1835.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1888.0, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[paragraph, [351.0, 1940.5, 1779.0, 52.5], shoonya_0sPZ15WF2I8DU7, 5723675]
[sub-section-title, [368.0, 2090.0, 309.0, 73.5], RJnmrI9MOE, 5723675]
[paragraph, [352.0, 2236.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2288.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2341.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2393.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2446.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2498.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2551.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2603.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2656.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2708.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2761.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2813.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2866.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2918.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 2971.0, 1786.0, 52.5], qLCqPwHIop, 5723675]
[paragraph, [352.0, 3023.5, 1786.0, 52.5], qLCqPwHIop, 5723675]
[folio, [30.0, 3369.0, 2278.0, 52.5], IC-f6UagrA, 5723675]
[contact-info, [18.0, 3428.0, 2328.0, 52.5], 3WYKa0iVF9, 5723675]
