[1320, 1176]
[folio, [108.0, 106.0, 172.0, 18.0], TGbiy29mNB, 5694187]
[folio, [108.0, 124.0, 172.0, 18.0], TGbiy29mNB, 5694187]
[folio, [108.0, 142.0, 172.0, 18.0], TGbiy29mNB, 5694187]
[folio, [108.0, 160.0, 172.0, 18.0], TGbiy29mNB, 5694187]
[folio, [108.0, 178.0, 172.0, 18.0], TGbiy29mNB, 5694187]
[paragraph, [775.0, 219.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 237.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 255.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 273.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 291.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 309.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 327.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 345.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [775.0, 363.0, 322.0, 18.0], shoonya_0sEEFPJ2G9MHBC, 5694187]
[paragraph, [108.0, 225.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [108.0, 243.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [108.0, 261.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [108.0, 279.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [108.0, 297.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [108.0, 315.0, 329.0, 18.0], shoonya_7s1WNRPXIY5YDG, 5694187]
[paragraph, [441.0, 225.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 243.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 261.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 279.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 297.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 315.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 333.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 351.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 369.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [441.0, 387.0, 323.0, 18.0], QFyNidgUXt, 5694187]
[paragraph, [108.0, 345.0, 326.0, 18.0], XIIJ-mV00B, 5694187]
[paragraph, [108.0, 363.0, 326.0, 18.0], XIIJ-mV00B, 5694187]
[paragraph, [108.0, 381.0, 326.0, 18.0], XIIJ-mV00B, 5694187]
[paragraph, [108.0, 399.0, 326.0, 18.0], XIIJ-mV00B, 5694187]
[paragraph, [108.0, 417.0, 326.0, 18.0], XIIJ-mV00B, 5694187]
[paragraph, [780.0, 384.0, 311.0, 18.0], shoonya_3s72G68GNN0PM2, 5694187]
[paragraph, [780.0, 402.0, 311.0, 18.0], shoonya_3s72G68GNN0PM2, 5694187]
[paragraph, [454.0, 419.0, 311.0, 18.0], shoonya_5s756P57Z605RT, 5694187]
[paragraph, [454.0, 437.0, 311.0, 18.0], shoonya_5s756P57Z605RT, 5694187]
[paragraph, [780.0, 439.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 457.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 475.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 493.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 511.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 529.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 547.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 565.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 583.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 601.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 619.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 637.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 655.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 673.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 691.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 709.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [780.0, 727.0, 324.0, 18.0], shoonya_1sVYV3NA7PP5GB, 5694187]
[paragraph, [112.0, 453.0, 323.0, 18.0], X1NjigA_tL, 5694187]
[paragraph, [112.0, 471.0, 323.0, 18.0], X1NjigA_tL, 5694187]
[paragraph, [112.0, 489.0, 323.0, 18.0], X1NjigA_tL, 5694187]
[paragraph, [112.0, 507.0, 323.0, 18.0], X1NjigA_tL, 5694187]
[paragraph, [444.0, 474.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 492.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 510.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 528.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 546.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 564.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 582.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [444.0, 600.0, 330.0, 18.0], VpCqyo95pZ, 5694187]
[paragraph, [120.0, 535.0, 314.0, 18.0], AyyUj6T6Xi, 5694187]
[paragraph, [120.0, 553.0, 314.0, 18.0], AyyUj6T6Xi, 5694187]
[paragraph, [121.0, 588.0, 312.0, 18.0], 52Lxe1GJhV, 5694187]
[paragraph, [121.0, 606.0, 312.0, 18.0], 52Lxe1GJhV, 5694187]
[paragraph, [452.0, 629.0, 321.0, 18.0], shoonya_8sST87OBRALTU1, 5694187]
[paragraph, [452.0, 647.0, 321.0, 18.0], shoonya_8sST87OBRALTU1, 5694187]
[paragraph, [115.0, 640.0, 324.0, 18.0], LnI-hiXC_p, 5694187]
[paragraph, [115.0, 658.0, 324.0, 18.0], LnI-hiXC_p, 5694187]
[paragraph, [115.0, 676.0, 324.0, 18.0], LnI-hiXC_p, 5694187]
[paragraph, [115.0, 694.0, 324.0, 18.0], LnI-hiXC_p, 5694187]
[paragraph, [458.0, 683.0, 314.0, 18.0], 1-adwv4naV, 5694187]
[paragraph, [458.0, 701.0, 314.0, 18.0], 1-adwv4naV, 5694187]
[paragraph, [115.0, 717.0, 321.0, 18.0], x97rpw1HT4, 5694187]
[paragraph, [115.0, 735.0, 321.0, 18.0], x97rpw1HT4, 5694187]
[paragraph, [115.0, 753.0, 321.0, 18.0], x97rpw1HT4, 5694187]
[paragraph, [455.0, 735.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [455.0, 753.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [455.0, 771.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [455.0, 789.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [455.0, 807.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [455.0, 825.0, 321.0, 18.0], FvGyLf--1q, 5694187]
[paragraph, [781.0, 752.0, 323.0, 18.0], shoonya_4sQCR9BPWLUB4I, 5694187]
[paragraph, [781.0, 770.0, 323.0, 18.0], shoonya_4sQCR9BPWLUB4I, 5694187]
[paragraph, [781.0, 788.0, 323.0, 18.0], shoonya_4sQCR9BPWLUB4I, 5694187]
[paragraph, [781.0, 806.0, 323.0, 18.0], shoonya_4sQCR9BPWLUB4I, 5694187]
[paragraph, [118.0, 774.0, 317.0, 18.0], AwBn_ZGLZp, 5694187]
[paragraph, [118.0, 792.0, 317.0, 18.0], AwBn_ZGLZp, 5694187]
[paragraph, [123.0, 824.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 842.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 860.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 878.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 896.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 914.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [123.0, 932.0, 321.0, 18.0], F1qvcuW8wB, 5694187]
[paragraph, [127.0, 959.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 977.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 995.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1013.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1031.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1049.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1067.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1085.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1103.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [127.0, 1121.0, 326.0, 18.0], jVxAr83hXi, 5694187]
[paragraph, [130.0, 1150.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
[paragraph, [130.0, 1168.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
[paragraph, [130.0, 1186.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
[paragraph, [130.0, 1204.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
[paragraph, [130.0, 1222.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
[paragraph, [130.0, 1240.0, 327.0, 18.0], lxuVzVKwJi, 5694187]
