[1447, 1063]
[folio, [431.0, 55.0, 195.0, 18.0], To_1Y6dL6W, 5762405]
[headline, [99.0, 86.0, 855.0, 25.5], EK6QwuUSer, 5762405]
[headline, [99.0, 111.5, 855.0, 25.5], EK6QwuUSer, 5762405]
[headline, [99.0, 137.0, 855.0, 25.5], EK6QwuUSer, 5762405]
[headline, [99.0, 162.5, 855.0, 25.5], EK6QwuUSer, 5762405]
[paragraph, [87.0, 212.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 230.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 248.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 266.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 284.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 302.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 320.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 338.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 356.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 374.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 392.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 410.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 428.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 446.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 464.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 482.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 500.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 518.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 536.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 554.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 572.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[paragraph, [87.0, 590.0, 441.0, 18.0], SkA8no5FzU, 5762405]
[answer, [536.0, 257.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 275.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 293.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 311.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 329.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 347.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 365.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 383.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 401.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 419.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 437.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 455.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 473.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 491.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 509.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 527.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 545.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 563.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 581.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 599.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 617.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 635.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 653.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 671.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 689.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 707.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 725.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 743.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 761.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 779.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 797.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 815.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 833.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 851.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 869.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 887.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 905.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 923.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 941.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 959.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 977.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 995.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 1013.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[answer, [536.0, 1031.0, 442.0, 18.0], kWFQXfi3yA, 5762405]
[paragraph, [85.0, 641.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 659.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 677.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 695.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 713.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 731.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 749.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 767.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 785.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 803.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 821.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [85.0, 839.0, 439.0, 18.0], MyctJWnSfH, 5762405]
[paragraph, [87.0, 872.0, 437.0, 18.0], 1U5Ov2ShNQ, 5762405]
[paragraph, [87.0, 890.0, 437.0, 18.0], 1U5Ov2ShNQ, 5762405]
