[540, 960]
[section-title, [178.0, 1.0, 601.0, 30.0], shoonya_0s7DUTZGC9KXP3, 5715296]
[paragraph, [3.0, 56.0, 863.0, 18.0], 0r6319Z1y5, 5715296]
[paragraph, [3.0, 74.0, 863.0, 18.0], 0r6319Z1y5, 5715296]
[paragraph, [3.0, 92.0, 863.0, 18.0], 0r6319Z1y5, 5715296]
[paragraph, [3.0, 110.0, 863.0, 18.0], 0r6319Z1y5, 5715296]
[paragraph, [0.0, 150.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 168.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 186.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 204.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 222.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 240.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 258.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 276.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 294.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 312.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 330.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 348.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 366.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 384.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 402.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 420.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 438.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 456.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 474.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 492.0, 484.0, 18.0], NNChPcRku4, 5715296]
[paragraph, [0.0, 510.0, 484.0, 18.0], NNChPcRku4, 5715296]
[folio, [849.0, 504.0, 107.0, 18.0], 23AAQ-DchA, 5715296]
