[3300, 2550]
[paragraph, [429.0, 273.0, 1836.0, 52.5], shoonya_1sFXYJ7ZSDRUDA, 5720831]
[paragraph, [429.0, 325.5, 1836.0, 52.5], shoonya_1sFXYJ7ZSDRUDA, 5720831]
[paragraph, [429.0, 378.0, 1836.0, 52.5], shoonya_1sFXYJ7ZSDRUDA, 5720831]
[paragraph, [425.0, 460.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 512.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 565.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 617.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 670.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 722.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 775.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 827.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 880.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 932.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 985.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1037.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1090.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1142.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1195.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1247.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1300.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1352.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1405.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1457.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1510.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1562.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1615.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1667.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1720.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1772.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1825.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1877.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1930.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 1982.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2035.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2087.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2140.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2192.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2245.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2297.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2350.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2402.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2455.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2507.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2560.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2612.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2665.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2717.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2770.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2822.5, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
[paragraph, [425.0, 2875.0, 1847.0, 52.5], c0Ypo7f9nL, 5720831]
