[1736, 1323]
[paragraph, [667.0, 144.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [667.0, 180.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [667.0, 216.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [667.0, 252.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [667.0, 288.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [667.0, 324.0, 526.0, 36.0], shoonya_2s5BJ6TYJDNDSL, 5772090]
[paragraph, [125.0, 145.0, 526.0, 36.0], shoonya_6s2WIRJJXUXDV8, 5772090]
[paragraph, [125.0, 181.0, 526.0, 36.0], shoonya_6s2WIRJJXUXDV8, 5772090]
[paragraph, [125.0, 217.0, 526.0, 36.0], shoonya_6s2WIRJJXUXDV8, 5772090]
[paragraph, [125.0, 253.0, 526.0, 36.0], shoonya_6s2WIRJJXUXDV8, 5772090]
[paragraph, [125.0, 289.0, 526.0, 36.0], shoonya_6s2WIRJJXUXDV8, 5772090]
[sidebar, [135.0, 354.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 390.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 426.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 462.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 498.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 534.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 570.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 606.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 642.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[sidebar, [135.0, 678.0, 504.0, 36.0], shoonya_11sGTJDIMVLZ30, 5772090]
[paragraph, [668.0, 370.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [668.0, 406.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [668.0, 442.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [668.0, 478.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [668.0, 514.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [668.0, 550.0, 524.0, 36.0], shoonya_4s5K6BJ3AVAHAO, 5772090]
[paragraph, [670.0, 625.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [670.0, 661.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [670.0, 697.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [670.0, 733.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [670.0, 769.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [670.0, 805.0, 522.0, 36.0], shoonya_7sREGPSBGVOBA2, 5772090]
[paragraph, [126.0, 745.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [126.0, 781.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [126.0, 817.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [126.0, 853.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [126.0, 889.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [126.0, 925.0, 526.0, 36.0], shoonya_5sQ65ZP5P6L8VU, 5772090]
[paragraph, [668.0, 881.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 917.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 953.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 989.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1025.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1061.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1097.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1133.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1169.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1205.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [668.0, 1241.0, 526.0, 36.0], shoonya_3sMKE3PSMEQXRM, 5772090]
[paragraph, [125.0, 1023.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [125.0, 1059.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [125.0, 1095.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [125.0, 1131.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [125.0, 1167.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [125.0, 1203.0, 527.0, 36.0], shoonya_0s1HRHK4QF1XYI, 5772090]
[paragraph, [126.0, 1276.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [126.0, 1312.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [126.0, 1348.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [126.0, 1384.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [126.0, 1420.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [126.0, 1456.0, 527.0, 36.0], shoonya_1sRQ863N0NVTUS, 5772090]
[paragraph, [667.0, 1293.0, 529.0, 36.0], shoonya_8sA78IG0BN15PN, 5772090]
[paragraph, [667.0, 1329.0, 529.0, 36.0], shoonya_8sA78IG0BN15PN, 5772090]
[paragraph, [667.0, 1365.0, 529.0, 36.0], shoonya_8sA78IG0BN15PN, 5772090]
[paragraph, [667.0, 1401.0, 529.0, 36.0], shoonya_8sA78IG0BN15PN, 5772090]
[paragraph, [667.0, 1437.0, 529.0, 36.0], shoonya_8sA78IG0BN15PN, 5772090]
[author, [922.0, 1494.0, 280.0, 36.0], shoonya_20s3NGUYGFLHD7, 5772090]
[folio, [589.0, 1579.0, 135.0, 36.0], KHLnaXiWvd, 5772090]
