[2000, 1414]
[section-title, [470.0, 105.0, 500.0, 52.5], q7YsxIgaqW, 6516768]
[section-title, [470.0, 157.5, 500.0, 52.5], q7YsxIgaqW, 6516768]
[section-title, [470.0, 210.0, 500.0, 52.5], q7YsxIgaqW, 6516768]
[section-title, [470.0, 262.5, 500.0, 52.5], q7YsxIgaqW, 6516768]
[folio, [113.0, 126.0, 186.0, 36.0], f5spanBPGp, 6516768]
[folio, [113.0, 162.0, 186.0, 36.0], f5spanBPGp, 6516768]
[index, [459.0, 581.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 617.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 653.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 689.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 725.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 761.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 797.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 833.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 869.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 905.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 941.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 977.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1013.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1049.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1085.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1121.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1157.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1193.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1229.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1265.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1301.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1337.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1373.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1409.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1445.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1481.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1517.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1553.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1589.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1625.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1661.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1697.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1733.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1769.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1805.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
[index, [459.0, 1841.0, 877.0, 36.0], shoonya_0s4Q66T945615U, 6516768]
