[2339, 1653]
[paragraph, [245.0, 244.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 280.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 316.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 352.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 388.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 424.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 460.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 496.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 532.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 568.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 604.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 640.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 676.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 712.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [245.0, 748.0, 1158.0, 36.0], shoonya_0sU7PT0KYVI2HZ, 5686173]
[paragraph, [248.0, 940.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 976.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1012.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1048.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1084.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1120.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1156.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1192.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1228.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1264.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1300.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1336.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1372.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1408.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1444.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1480.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1516.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1552.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1588.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1624.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1660.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1696.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1732.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[paragraph, [248.0, 1768.0, 1155.0, 36.0], shoonya_1s1WEBZ7E7JVU6, 5686173]
[reference, [252.0, 1881.0, 329.0, 36.0], shoonya_2s3FRO1RB3CKIG, 5686173]
