[1818, 1374]
[folio, [644.0, 213.0, 73.0, 36.0], 10UV5yNcMN, 5682227]
[paragraph, [99.0, 271.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 307.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 343.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 379.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 415.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 451.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 487.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 523.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 559.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 595.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 631.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 667.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 703.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 739.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 775.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 811.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 847.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 883.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 919.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 955.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 991.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 1027.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 1063.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 1099.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [99.0, 1135.0, 572.0, 36.0], shoonya_1sBPCPP465SWFQ, 5682227]
[paragraph, [689.0, 272.0, 570.0, 36.0], shoonya_0sVU21NH29V7D7, 5682227]
[paragraph, [689.0, 308.0, 570.0, 36.0], shoonya_0sVU21NH29V7D7, 5682227]
[paragraph, [689.0, 344.0, 570.0, 36.0], shoonya_0sVU21NH29V7D7, 5682227]
[paragraph, [689.0, 396.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 432.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 468.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 504.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 540.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 576.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 612.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 648.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 684.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 720.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 756.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 792.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 828.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 864.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 900.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 936.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 972.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1008.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1044.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1080.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1116.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1152.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1188.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1224.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1260.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
