[792, 612]
[paragraph, [76.0, 6.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 24.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 42.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 60.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 78.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 96.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 114.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 132.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 150.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 168.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 186.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 204.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 222.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[paragraph, [76.0, 240.0, 148.0, 18.0], shoonya_13sPQ1N8K8Y2LG, 6514562]
[sidebar, [251.0, 10.0, 283.0, 18.0], shoonya_11sZXSSNDRYX94, 6514562]
[sidebar, [251.0, 28.0, 283.0, 18.0], shoonya_11sZXSSNDRYX94, 6514562]
[sidebar, [251.0, 46.0, 283.0, 18.0], shoonya_11sZXSSNDRYX94, 6514562]
[paragraph, [231.0, 95.0, 151.0, 18.0], shoonya_1sL8SUL87ZOE1G, 6514562]
[paragraph, [231.0, 113.0, 151.0, 18.0], shoonya_1sL8SUL87ZOE1G, 6514562]
[paragraph, [231.0, 131.0, 151.0, 18.0], shoonya_1sL8SUL87ZOE1G, 6514562]
[paragraph, [231.0, 149.0, 151.0, 18.0], shoonya_1sL8SUL87ZOE1G, 6514562]
[paragraph, [231.0, 167.0, 151.0, 18.0], shoonya_1sL8SUL87ZOE1G, 6514562]
[paragraph, [387.0, 95.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 113.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 131.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 149.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 167.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 185.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 203.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 221.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 239.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [387.0, 257.0, 149.0, 18.0], shoonya_4sKMZP1PRKOY90, 6514562]
[paragraph, [231.0, 197.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 215.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 233.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 251.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 269.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 287.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [231.0, 305.0, 152.0, 18.0], shoonya_12sSD4VF5E0CDS, 6514562]
[paragraph, [73.0, 267.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 285.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 303.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 321.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 339.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 357.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 375.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 393.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 411.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 429.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 447.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 465.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 483.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 501.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 519.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 537.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 555.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 573.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 591.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [73.0, 609.0, 151.0, 18.0], shoonya_2s9E1QXB40FZPH, 6514562]
[paragraph, [388.0, 283.0, 147.0, 18.0], shoonya_8sUHT1HOUZAL54, 6514562]
[paragraph, [388.0, 301.0, 147.0, 18.0], shoonya_8sUHT1HOUZAL54, 6514562]
[paragraph, [388.0, 319.0, 147.0, 18.0], shoonya_8sUHT1HOUZAL54, 6514562]
[paragraph, [388.0, 337.0, 147.0, 18.0], shoonya_8sUHT1HOUZAL54, 6514562]
[paragraph, [232.0, 327.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 345.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 363.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 381.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 399.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 417.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 435.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 453.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 471.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 489.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [232.0, 507.0, 150.0, 18.0], shoonya_10sCR17Q1NSKOQ, 6514562]
[paragraph, [387.0, 357.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 375.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 393.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 411.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 429.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 447.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 465.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 483.0, 149.0, 18.0], shoonya_7sB8LVKDCB7STW, 6514562]
[paragraph, [387.0, 514.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [387.0, 532.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [387.0, 550.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [387.0, 568.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [387.0, 586.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [387.0, 604.0, 147.0, 18.0], shoonya_0s4AVN0MF8VXO0, 6514562]
[paragraph, [231.0, 530.0, 151.0, 18.0], shoonya_9sV1FDG9GBB7ZH, 6514562]
[paragraph, [231.0, 548.0, 151.0, 18.0], shoonya_9sV1FDG9GBB7ZH, 6514562]
[paragraph, [231.0, 566.0, 151.0, 18.0], shoonya_9sV1FDG9GBB7ZH, 6514562]
[paragraph, [232.0, 585.0, 151.0, 18.0], shoonya_5sOB7TYZGRZDBV, 6514562]
[paragraph, [232.0, 603.0, 151.0, 18.0], shoonya_5sOB7TYZGRZDBV, 6514562]
