[1298, 853]
[section-title, [313.0, 71.0, 223.0, 30.0], shoonya_0sZ48VXDKWL4G9, 5709656]
[paragraph, [51.0, 120.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 138.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 156.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 174.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 192.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 210.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 228.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 246.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 264.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 282.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 300.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 318.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 336.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 354.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 372.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 390.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 408.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 426.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 444.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 462.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 480.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 498.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 516.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 534.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 552.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 570.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 588.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 606.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 624.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 642.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 660.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 678.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 696.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 714.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 732.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 750.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 768.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [51.0, 786.0, 778.0, 18.0], 2DsfII2N78, 5709656]
[paragraph, [58.0, 802.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 820.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 838.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 856.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 874.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 892.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 910.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 928.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 946.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 964.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 982.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1000.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1018.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1036.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1054.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1072.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1090.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1108.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1126.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1144.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
[paragraph, [58.0, 1162.0, 769.0, 18.0], bWhcN5UOlu, 5709656]
