[1162, 749]
[folio, [337.0, 73.0, 87.0, 18.0], cZ6MsTs1T-, 5699647]
[paragraph, [80.0, 122.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 140.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 158.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 176.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 194.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 212.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 230.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 248.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 266.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 284.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 302.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 320.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 338.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 356.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 374.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [80.0, 392.0, 597.0, 18.0], shoonya_1s5VMBCPICL9A3, 5699647]
[paragraph, [77.0, 433.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 451.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 469.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 487.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 505.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 523.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 541.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 559.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 577.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 595.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 613.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 631.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 649.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 667.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 685.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 703.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 721.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 739.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 757.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 775.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 793.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 811.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 829.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [77.0, 847.0, 592.0, 18.0], shoonya_0s0BA9EXTSWO78, 5699647]
[paragraph, [76.0, 886.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 904.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 922.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 940.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 958.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 976.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 994.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 1012.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 1030.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 1048.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
[paragraph, [76.0, 1066.0, 593.0, 18.0], Aq7Hmkqp6W, 5699647]
