[1823, 1375]
[folio, [990.0, 104.0, 276.0, 36.0], shoonya_2sGH9240NLYJFS, 5683462]
[folio, [628.0, 109.0, 110.0, 36.0], shoonya_1sHBEISEZ0M86C, 5683462]
[paragraph, [696.0, 180.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 216.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 252.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 288.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 324.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 360.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 396.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 432.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 468.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 504.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 540.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 576.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 612.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 648.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 684.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 720.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 756.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 792.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 828.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [696.0, 864.0, 570.0, 36.0], shoonya_5s8IPHN2SL6EV5, 5683462]
[paragraph, [106.0, 181.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 217.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 253.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 289.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 325.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 361.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 397.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 433.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 469.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 505.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 541.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 577.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 613.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 649.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 685.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 721.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 757.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 793.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 829.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 865.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 901.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[paragraph, [106.0, 937.0, 569.0, 36.0], shoonya_4sMT52PNRK0LGF, 5683462]
[author, [949.0, 915.0, 315.0, 36.0], shoonya_6sC6OZMN2F8NXN, 5683462]
[section-title, [445.0, 1061.0, 485.0, 49.5], shoonya_7s0BOJUGLZVGS9, 5683462]
[sub-section-title, [325.0, 1134.0, 130.0, 36.0], shoonya_8s2D6CWAL86GFZ, 5683462]
[paragraph, [702.0, 1151.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1187.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1223.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1259.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1295.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1331.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1367.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1403.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1439.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [702.0, 1475.0, 568.0, 36.0], BxDwxqkceH, 5683462]
[paragraph, [106.0, 1178.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1214.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1250.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1286.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1322.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1358.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1394.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1430.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [106.0, 1466.0, 564.0, 36.0], shoonya_9sGJMKQR4XWFNP, 5683462]
[paragraph, [168.0, 1522.0, 504.0, 36.0], FVInQJ-XkX, 5683462]
[footnote, [104.0, 1578.0, 1163.0, 36.0], mP9GS79_M1, 5683462]
[footnote, [104.0, 1614.0, 1163.0, 36.0], mP9GS79_M1, 5683462]
[footnote, [104.0, 1650.0, 1163.0, 36.0], mP9GS79_M1, 5683462]
