[1518, 1075]
[paragraph, [113.0, 173.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 209.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 245.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 281.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 317.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 353.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 389.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 425.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 461.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 497.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [113.0, 533.0, 427.0, 36.0], shoonya_0sZSD6GY91AUT6, 5722872]
[paragraph, [557.0, 173.0, 428.0, 36.0], shoonya_6sDG51TZ496W53, 5722872]
[paragraph, [557.0, 209.0, 428.0, 36.0], shoonya_6sDG51TZ496W53, 5722872]
[paragraph, [557.0, 245.0, 428.0, 36.0], shoonya_6sDG51TZ496W53, 5722872]
[paragraph, [557.0, 281.0, 428.0, 36.0], shoonya_6sDG51TZ496W53, 5722872]
[paragraph, [559.0, 334.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 370.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 406.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 442.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 478.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 514.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 550.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 586.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [559.0, 622.0, 425.0, 36.0], shoonya_5s8RFTOD8EMSNY, 5722872]
[paragraph, [113.0, 605.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 641.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 677.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 713.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 749.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 785.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 821.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [113.0, 857.0, 429.0, 36.0], shoonya_3sIA0L9JN5ITWY, 5722872]
[paragraph, [559.0, 691.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 727.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 763.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 799.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 835.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 871.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [559.0, 907.0, 426.0, 36.0], shoonya_1s8U2FHB0NJ1GJ, 5722872]
[paragraph, [557.0, 958.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 994.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1030.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1066.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1102.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1138.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1174.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1210.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1246.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [557.0, 1282.0, 427.0, 36.0], shoonya_4sCKOY3837YF59, 5722872]
[paragraph, [113.0, 960.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 996.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1032.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1068.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1104.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1140.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1176.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1212.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1248.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[paragraph, [113.0, 1284.0, 428.0, 36.0], shoonya_2s2S5E8VSLM7JC, 5722872]
[folio, [194.0, 1386.0, 414.0, 36.0], shoonya_9sWECSCLD5LNEI, 5722872]
