[1275, 750]
[folio, [237.0, 66.0, 275.0, 18.0], Qrgghy0B48, 5766928]
[folio, [237.0, 84.0, 275.0, 18.0], Qrgghy0B48, 5766928]
[folio, [237.0, 102.0, 275.0, 18.0], Qrgghy0B48, 5766928]
[paragraph, [50.0, 146.0, 632.0, 18.0], 7rHpYdGvhV, 5766928]
[paragraph, [50.0, 164.0, 632.0, 18.0], 7rHpYdGvhV, 5766928]
[paragraph, [50.0, 182.0, 632.0, 18.0], 7rHpYdGvhV, 5766928]
[paragraph, [50.0, 200.0, 632.0, 18.0], 7rHpYdGvhV, 5766928]
[paragraph, [50.0, 218.0, 632.0, 18.0], 7rHpYdGvhV, 5766928]
[section-title, [113.0, 244.0, 512.0, 30.0], 9_K5NXxFsE, 5766928]
[section-title, [113.0, 274.0, 512.0, 30.0], 9_K5NXxFsE, 5766928]
[paragraph, [64.0, 307.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 325.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 343.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 361.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 379.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 397.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 415.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 433.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 451.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 469.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [64.0, 487.0, 610.0, 18.0], shoonya_1sQS5EMNTU4WQ5, 5766928]
[paragraph, [450.0, 516.0, 218.0, 18.0], ijAlNdy-cT, 5766928]
[paragraph, [450.0, 534.0, 218.0, 18.0], ijAlNdy-cT, 5766928]
[paragraph, [68.0, 573.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 591.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 609.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 627.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 645.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 663.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [68.0, 681.0, 620.0, 18.0], oUKx8UBumT, 5766928]
[paragraph, [65.0, 717.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 735.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 753.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 771.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 789.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 807.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 825.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 843.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 861.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 879.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 897.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 915.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 933.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 951.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 969.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 987.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1005.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1023.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1041.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1059.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1077.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1095.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1113.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1131.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1149.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1167.0, 631.0, 18.0], muEaV5SkoL, 5766928]
[paragraph, [65.0, 1185.0, 631.0, 18.0], muEaV5SkoL, 5766928]
