[2339, 1654]
[folio, [1337.0, 47.0, 231.0, 36.0], WfjbNPiUSN, 5750827]
[paragraph, [134.0, 98.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 134.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 170.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 206.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 242.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 278.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 314.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 350.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 386.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 422.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 458.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 494.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 530.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 566.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 602.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 638.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 674.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 710.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 746.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 782.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 818.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 854.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 890.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 926.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 962.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 998.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1034.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1070.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1106.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1142.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1178.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1214.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1250.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1286.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1322.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1358.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1394.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1430.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1466.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1502.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [134.0, 1538.0, 1441.0, 36.0], shoonya_0s3D7700TQ3I40, 5750827]
[paragraph, [269.0, 1548.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1584.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1620.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1656.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1692.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1728.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1764.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1800.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1836.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1872.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1908.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1944.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 1980.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 2016.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 2052.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
[paragraph, [269.0, 2088.0, 1165.0, 36.0], JtC0K-YlHm, 5750827]
