[792, 612]
[folio, [208.0, 25.0, 232.0, 18.0], wV682A4Bm0, 5743602]
[paragraph, [112.0, 58.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 76.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 94.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 112.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 130.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 148.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [112.0, 166.0, 427.0, 18.0], shoonya_2s3T3MXQ9SA117, 5743602]
[paragraph, [110.0, 248.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 266.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 284.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 302.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 320.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 338.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 356.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 374.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 392.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 410.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 428.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 446.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 464.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 482.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 500.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 518.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 536.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 554.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [110.0, 572.0, 428.0, 18.0], shoonya_0s58GP3IWVMF7X, 5743602]
[paragraph, [112.0, 614.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
[paragraph, [112.0, 632.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
[paragraph, [112.0, 650.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
[paragraph, [112.0, 668.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
[paragraph, [112.0, 686.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
[paragraph, [112.0, 704.0, 425.0, 18.0], shoonya_1sNNNZQO1UJRQ6, 5743602]
