[690, 512]
[folio, [198.0, 40.0, 108.0, 18.0], shoonya_0sVCOWSRQETDY0, 6490860]
[paragraph, [22.0, 64.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 82.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 100.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 118.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 136.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 154.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 172.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 190.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 208.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 226.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 244.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [22.0, 262.0, 227.0, 18.0], IGO88gu3vN, 6490860]
[paragraph, [250.0, 64.0, 238.0, 18.0], XJSicAWEjF, 6490860]
[paragraph, [248.0, 97.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 115.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 133.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 151.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 169.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 187.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 205.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 223.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 241.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 259.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 277.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 295.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 313.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 331.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 349.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 367.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 385.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 403.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 421.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 439.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 457.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 475.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 493.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 511.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 529.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 547.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 565.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 583.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [248.0, 601.0, 246.0, 18.0], IjVcHfTcLM, 6490860]
[paragraph, [23.0, 283.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 301.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 319.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 337.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 355.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 373.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 391.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 409.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 427.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 445.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 463.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [23.0, 481.0, 225.0, 18.0], uJqKeko0N8, 6490860]
[paragraph, [22.0, 499.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 517.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 535.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 553.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 571.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 589.0, 225.0, 18.0], XLThUIefl1, 6490860]
[paragraph, [22.0, 607.0, 225.0, 18.0], XLThUIefl1, 6490860]
