[1300, 827]
[paragraph, [86.0, 151.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 169.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 187.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 205.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 223.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 241.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 259.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 277.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 295.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 313.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 331.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[paragraph, [86.0, 349.0, 646.0, 18.0], shoonya_0sGIWNTHT77LD6, 5749176]
[ordered-list, [87.0, 385.0, 646.0, 18.0], shoonya_1s2LPSO56L298D, 5749176]
[ordered-list, [87.0, 403.0, 646.0, 18.0], shoonya_1s2LPSO56L298D, 5749176]
[ordered-list, [87.0, 421.0, 646.0, 18.0], shoonya_1s2LPSO56L298D, 5749176]
[ordered-list, [326.0, 452.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 470.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 488.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 506.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 524.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 542.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 560.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 578.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 596.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 614.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 632.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 650.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 668.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 686.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 704.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[ordered-list, [326.0, 722.0, 396.0, 18.0], 74LTa1MeNb, 5749176]
[sidebar, [86.0, 475.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 493.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 511.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 529.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 547.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 565.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 583.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 601.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 619.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 637.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 655.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 673.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[sidebar, [86.0, 691.0, 228.0, 18.0], 4GcAjz9CAP, 5749176]
[ordered-list, [97.0, 744.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 762.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 780.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 798.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 816.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 834.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 852.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 870.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 888.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 906.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 924.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 942.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 960.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 978.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 996.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 1014.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 1032.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [97.0, 1050.0, 640.0, 18.0], XbGPgRrTpl, 5749176]
[ordered-list, [330.0, 1072.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[ordered-list, [330.0, 1090.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[ordered-list, [330.0, 1108.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[ordered-list, [330.0, 1126.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[ordered-list, [330.0, 1144.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[ordered-list, [330.0, 1162.0, 403.0, 18.0], e73X2Y0YrL, 5749176]
[sidebar, [94.0, 1092.0, 221.0, 18.0], KtjDS-oiyv, 5749176]
[sidebar, [94.0, 1110.0, 221.0, 18.0], KtjDS-oiyv, 5749176]
[sidebar, [94.0, 1128.0, 221.0, 18.0], KtjDS-oiyv, 5749176]
[sidebar, [94.0, 1146.0, 221.0, 18.0], KtjDS-oiyv, 5749176]
[sidebar, [94.0, 1164.0, 221.0, 18.0], KtjDS-oiyv, 5749176]
[folio, [509.0, 1257.0, 258.0, 18.0], hmElNCjXIh, 5749176]
