[792, 612]
[section-title, [180.0, 122.0, 258.0, 30.0], L93nkd1qtY, 6492878]
[paragraph, [95.0, 203.0, 403.0, 18.0], hDVN4gXMSR, 6492878]
[paragraph, [95.0, 221.0, 403.0, 18.0], hDVN4gXMSR, 6492878]
[paragraph, [95.0, 239.0, 403.0, 18.0], hDVN4gXMSR, 6492878]
[paragraph, [95.0, 257.0, 403.0, 18.0], hDVN4gXMSR, 6492878]
[paragraph, [95.0, 275.0, 403.0, 18.0], hDVN4gXMSR, 6492878]
[paragraph, [94.0, 303.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 321.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 339.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 357.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 375.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 393.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 411.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 429.0, 405.0, 18.0], Vjop-7NIv2, 6492878]
[paragraph, [94.0, 463.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 481.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 499.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 517.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 535.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 553.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 571.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 589.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 607.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 625.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 643.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 661.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 679.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
[paragraph, [94.0, 697.0, 409.0, 18.0], shoonya_0sP4XI0LDO2V3U, 6492878]
