[2280, 1780]
[section-title, [373.0, 234.0, 1033.0, 52.5], shoonya_4s0MHYLK1KXMZZ, 5755192]
[ordered-list, [162.0, 1332.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1368.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1404.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1440.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1476.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1512.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1548.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1584.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1620.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1656.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[ordered-list, [162.0, 1692.0, 1341.0, 36.0], 9GU2lKLNvX, 5755192]
[placeholder-text, [271.0, 1345.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1363.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1381.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1399.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1417.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1435.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1453.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1471.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1489.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1507.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1525.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1543.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1561.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1579.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1597.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1615.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1633.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1651.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1669.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1687.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1705.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[placeholder-text, [271.0, 1723.0, 1225.0, 18.0], Mbcx4QhTn_, 5755192]
[folio, [747.0, 2137.0, 200.0, 36.0], QS_c2qLSrW, 5755192]
[folio, [703.0, 2182.0, 373.0, 36.0], g2mgajlZlr, 5755192]
