[1500, 1050]
[folio, [669.0, 61.0, 207.0, 36.0], tkrGL3gXF_, 5759993]
[paragraph, [179.0, 125.0, 694.0, 36.0], shoonya_0s1E04K6R3CJMJ, 5759993]
[paragraph, [179.0, 161.0, 694.0, 36.0], shoonya_0s1E04K6R3CJMJ, 5759993]
[paragraph, [182.0, 201.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [182.0, 237.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [182.0, 273.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [182.0, 309.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [182.0, 345.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [182.0, 381.0, 696.0, 36.0], shoonya_1sU1OGTJM8NSN6, 5759993]
[paragraph, [229.0, 439.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 475.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 511.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 547.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 583.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 619.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 655.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 691.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 727.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 763.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 799.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 835.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 871.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 907.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 943.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[paragraph, [229.0, 979.0, 642.0, 36.0], shoonya_4s40TRTLWNUPLI, 5759993]
[sidebar, [727.0, 998.0, 145.0, 36.0], tR0ZqnIyam, 5759993]
[paragraph, [189.0, 1054.0, 379.0, 36.0], 1AVHjYbjqk, 5759993]
[paragraph, [184.0, 1095.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1131.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1167.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1203.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1239.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1275.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1311.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1347.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
[paragraph, [184.0, 1383.0, 698.0, 36.0], shoonya_2sBWPH71XWO09A, 5759993]
