[864, 612]
[ordered-list, [63.0, 60.0, 448.0, 18.0], oSowrZuRKr, 5717668]
[ordered-list, [50.0, 91.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 109.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 127.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 145.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 163.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 181.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 199.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 217.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 235.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 253.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 271.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 289.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 307.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 325.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 343.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 361.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 379.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 397.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 415.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 433.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 451.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 469.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 487.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 505.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[ordered-list, [50.0, 523.0, 513.0, 18.0], W3_OI22Kw5, 5717668]
[paragraph, [63.0, 195.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 213.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 231.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 249.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 267.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 285.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 303.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 321.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [63.0, 339.0, 493.0, 18.0], Bmxy9KckF6, 5717668]
[paragraph, [55.0, 365.0, 494.0, 18.0], OgX3G5ZIhO, 5717668]
[paragraph, [55.0, 383.0, 494.0, 18.0], OgX3G5ZIhO, 5717668]
[paragraph, [55.0, 401.0, 494.0, 18.0], OgX3G5ZIhO, 5717668]
[paragraph, [55.0, 419.0, 494.0, 18.0], OgX3G5ZIhO, 5717668]
[paragraph, [55.0, 437.0, 494.0, 18.0], OgX3G5ZIhO, 5717668]
[sub-ordered-list, [64.0, 475.0, 486.0, 18.0], Zpywn2YOA1, 5717668]
[sub-ordered-list, [64.0, 493.0, 486.0, 18.0], Zpywn2YOA1, 5717668]
[sub-ordered-list, [64.0, 511.0, 486.0, 18.0], Zpywn2YOA1, 5717668]
[sub-ordered-list, [64.0, 529.0, 486.0, 18.0], Zpywn2YOA1, 5717668]
[ordered-list, [44.0, 562.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 580.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 598.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 616.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 634.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 652.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 670.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 688.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 706.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 724.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 742.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[ordered-list, [44.0, 760.0, 516.0, 18.0], rAFrfAma-6, 5717668]
[sub-ordered-list, [50.0, 657.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 675.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 693.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 711.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 729.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 747.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[sub-ordered-list, [50.0, 765.0, 506.0, 18.0], 5qRlsiZEaS, 5717668]
[subsub-ordered-list, [62.0, 662.0, 484.0, 18.0], QBN9taTYRk, 5717668]
[subsub-ordered-list, [62.0, 680.0, 484.0, 18.0], QBN9taTYRk, 5717668]
[subsub-ordered-list, [62.0, 698.0, 484.0, 18.0], QBN9taTYRk, 5717668]
[subsub-ordered-list, [62.0, 716.0, 484.0, 18.0], QBN9taTYRk, 5717668]
[subsub-ordered-list, [62.0, 734.0, 484.0, 18.0], QBN9taTYRk, 5717668]
[subsub-ordered-list, [62.0, 752.0, 484.0, 18.0], QBN9taTYRk, 5717668]
