[792, 612]
[headline, [24.0, 51.0, 163.0, 25.5], hRROjd9VFr, 6516555]
[headline, [222.0, 92.0, 139.0, 25.5], HUE3l42jgS, 6516555]
[index, [43.0, 126.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 144.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 162.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 180.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 198.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 216.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 234.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 252.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 270.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 288.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 306.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 324.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 342.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 360.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[index, [43.0, 378.0, 129.0, 18.0], Sj7mCg2qfe, 6516555]
[author, [225.0, 187.0, 88.0, 18.0], 6RE59hoPrg, 6516555]
[paragraph, [224.0, 222.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 240.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 258.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 276.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 294.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 312.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 330.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 348.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 366.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 384.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 402.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 420.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 438.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 456.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 474.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 492.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 510.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 528.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 546.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 564.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 582.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 600.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 618.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 636.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 654.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 672.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 690.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 708.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [224.0, 726.0, 162.0, 18.0], 3HdhvxjX10, 6516555]
[paragraph, [393.0, 227.0, 161.0, 18.0], aD16Jv1bSK, 6516555]
[paragraph, [393.0, 245.0, 161.0, 18.0], aD16Jv1bSK, 6516555]
[paragraph, [392.0, 268.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 286.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 304.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 322.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 340.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 358.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 376.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 394.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 412.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 430.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 448.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 466.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[paragraph, [392.0, 484.0, 163.0, 18.0], Q3CIxv30ac, 6516555]
[contact-info, [48.0, 422.0, 127.0, 18.0], 9102olzAi7, 6516555]
[contact-info, [48.0, 440.0, 127.0, 18.0], 9102olzAi7, 6516555]
[contact-info, [55.0, 482.0, 107.0, 18.0], hYF3OrsZQ8, 6516555]
[paragraph, [390.0, 508.0, 164.0, 18.0], FY-QTgLT60, 6516555]
[paragraph, [390.0, 526.0, 164.0, 18.0], FY-QTgLT60, 6516555]
[paragraph, [390.0, 544.0, 164.0, 18.0], FY-QTgLT60, 6516555]
[paragraph, [390.0, 562.0, 164.0, 18.0], FY-QTgLT60, 6516555]
[paragraph, [390.0, 580.0, 164.0, 18.0], FY-QTgLT60, 6516555]
[contact-info, [58.0, 510.0, 97.0, 18.0], vLSRCUXyeW, 6516555]
[contact-info, [17.0, 546.0, 173.0, 18.0], R73zf_NjIG, 6516555]
[website-link, [29.0, 579.0, 158.0, 18.0], mGNBJ3ttIE, 6516555]
[paragraph, [391.0, 601.0, 163.0, 18.0], 7gJ2Szk4ek, 6516555]
[paragraph, [391.0, 619.0, 163.0, 18.0], 7gJ2Szk4ek, 6516555]
[sidebar, [25.0, 621.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 639.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 657.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 675.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 693.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 711.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[sidebar, [25.0, 729.0, 163.0, 18.0], vHhX6CX9f9, 6516555]
[paragraph, [391.0, 651.0, 160.0, 18.0], QsA0FtrXzB, 6516555]
[paragraph, [391.0, 669.0, 160.0, 18.0], QsA0FtrXzB, 6516555]
[contact-info, [402.0, 705.0, 151.0, 18.0], RGU_Des8_o, 6516555]
[contact-info, [402.0, 723.0, 151.0, 18.0], RGU_Des8_o, 6516555]
