[1447, 1063]
[folio, [426.0, 53.0, 209.0, 18.0], VRmtHddx5x, 5763053]
[paragraph, [535.0, 89.0, 438.0, 18.0], shoonya_4s2OVSIUW0V70Y, 5763053]
[paragraph, [535.0, 107.0, 438.0, 18.0], shoonya_4s2OVSIUW0V70Y, 5763053]
[paragraph, [535.0, 125.0, 438.0, 18.0], shoonya_4s2OVSIUW0V70Y, 5763053]
[paragraph, [535.0, 143.0, 438.0, 18.0], shoonya_4s2OVSIUW0V70Y, 5763053]
[paragraph, [535.0, 161.0, 438.0, 18.0], shoonya_4s2OVSIUW0V70Y, 5763053]
[section-title, [538.0, 204.0, 434.0, 30.0], NQBNmDHT0_, 5763053]
[section-title, [538.0, 234.0, 434.0, 30.0], NQBNmDHT0_, 5763053]
[paragraph, [536.0, 287.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 305.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 323.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 341.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 359.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 377.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 395.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 413.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 431.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 449.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 467.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 485.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 503.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 521.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 539.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 557.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 575.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 593.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 611.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 629.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 647.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 665.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 683.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 701.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 719.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 737.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 755.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 773.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[paragraph, [536.0, 791.0, 434.0, 18.0], 3lCVulLjNp, 5763053]
[section-title, [91.0, 558.0, 356.0, 30.0], 7GYxYb3F_J, 5763053]
[paragraph, [88.0, 598.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 616.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 634.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 652.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 670.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 688.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 706.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 724.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 742.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 760.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 778.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 796.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 814.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 832.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 850.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 868.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 886.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 904.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 922.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 940.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 958.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 976.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 994.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 1012.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 1030.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[paragraph, [88.0, 1048.0, 438.0, 18.0], shoonya_1sBC6RC2RZDV5Z, 5763053]
[section-title, [535.0, 835.0, 437.0, 30.0], Tn6MRgzxH4, 5763053]
[section-title, [535.0, 865.0, 437.0, 30.0], Tn6MRgzxH4, 5763053]
[paragraph, [534.0, 912.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 930.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 948.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 966.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 984.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1002.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1020.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1038.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1056.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1074.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1092.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1110.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1128.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1146.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1164.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1182.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1200.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1218.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1236.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1254.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1272.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1290.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [534.0, 1308.0, 437.0, 18.0], FqAZsGRdVA, 5763053]
[paragraph, [92.0, 1081.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1099.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1117.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1135.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1153.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1171.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1189.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1207.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1225.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1243.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1261.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1279.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1297.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
[paragraph, [92.0, 1315.0, 434.0, 18.0], shoonya_2sFXZAR54VMC5M, 5763053]
